  0%|                                                                                                                                                                                                                                                                               | 0/675 [00:00<?, ?it/s]/data/aofei/conda/env/llava_v1.5/lib/python3.10/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
{'loss': 1.4925, 'learning_rate': 0.0001928854046958725, 'epoch': 0.44}
{'loss': 1.1928, 'learning_rate': 0.0001927063841548398, 'epoch': 0.45}
{'loss': 1.5403, 'learning_rate': 0.00019252522440559977, 'epoch': 0.45}
{'loss': 0.5509, 'learning_rate': 0.00019234192962842993, 'epoch': 0.46}
{'loss': 1.0351, 'learning_rate': 0.0001921565040528739, 'epoch': 0.46}
{'loss': 1.292, 'learning_rate': 0.00019196895195764362, 'epoch': 0.47}
{'loss': 1.1149, 'learning_rate': 0.00019177927767052066, 'epoch': 0.47}
{'loss': 0.9521, 'learning_rate': 0.00019158748556825637, 'epoch': 0.48}
{'loss': 1.4456, 'learning_rate': 0.00019139358007647084, 'epoch': 0.48}
{'loss': 1.1707, 'learning_rate': 0.0001911975656695509, 'epoch': 0.48}
{'loss': 1.4819, 'learning_rate': 0.00019099944687054672, 'epoch': 0.49}
{'loss': 0.747, 'learning_rate': 0.0001907992282510675, 'epoch': 0.49}
{'loss': 0.9023, 'learning_rate': 0.00019059691443117603, 'epoch': 0.5}
{'loss': 1.2146, 'learning_rate': 0.000190392510079282, 'epoch': 0.5}
{'loss': 1.5651, 'learning_rate': 0.0001901860199120344, 'epoch': 0.51}
{'loss': 0.6917, 'learning_rate': 0.00018997744869421246, 'epoch': 0.51}
{'loss': 0.8321, 'learning_rate': 0.0001897668012386159, 'epoch': 0.52}
{'loss': 1.4217, 'learning_rate': 0.00018955408240595395, 'epoch': 0.52}
{'loss': 1.1392, 'learning_rate': 0.00018933929710473278, 'epoch': 0.52}
{'loss': 1.3225, 'learning_rate': 0.0001891224502911428, 'epoch': 0.53}
{'loss': 1.7555, 'learning_rate': 0.00018890354696894375, 'epoch': 0.53}
{'loss': 1.6643, 'learning_rate': 0.00018868259218934966, 'epoch': 0.54}
{'loss': 1.4367, 'learning_rate': 0.00018845959105091208, 'epoch': 0.54}
{'loss': 1.1416, 'learning_rate': 0.00018823454869940242, 'epoch': 0.55}
{'loss': 1.2272, 'learning_rate': 0.00018800747032769342, 'epoch': 0.55}
{'loss': 1.2339, 'learning_rate': 0.00018777836117563892, 'epoch': 0.56}
{'loss': 0.7705, 'learning_rate': 0.00018754722652995347, 'epoch': 0.56}
{'loss': 0.9834, 'learning_rate': 0.0001873140717240899, 'epoch': 0.56}
{'loss': 1.6734, 'learning_rate': 0.00018707890213811643, 'epoch': 0.57}
{'loss': 0.7211, 'learning_rate': 0.0001868417231985926, 'epoch': 0.57}
{'loss': 1.6127, 'learning_rate': 0.00018660254037844388, 'epoch': 0.58}
{'loss': 1.4999, 'learning_rate': 0.0001863613591968355, 'epoch': 0.58}
{'loss': 1.0222, 'learning_rate': 0.00018611818521904508, 'epoch': 0.59}
{'loss': 1.1833, 'learning_rate': 0.00018587302405633418, 'epoch': 0.59}
{'loss': 1.843, 'learning_rate': 0.0001856258813658188, 'epoch': 0.6}
{'loss': 1.2003, 'learning_rate': 0.00018537676285033887, 'epoch': 0.6}
{'loss': 0.8723, 'learning_rate': 0.00018512567425832673, 'epoch': 0.6}
{'loss': 1.1673, 'learning_rate': 0.0001848726213836744, 'epoch': 0.61}
{'loss': 1.2682, 'learning_rate': 0.0001846176100655998, 'epoch': 0.61}
{'loss': 1.3144, 'learning_rate': 0.00018436064618851226, 'epoch': 0.62}
{'loss': 1.8206, 'learning_rate': 0.00018410173568187647, 'epoch': 0.62}
{'loss': 1.9599, 'learning_rate': 0.00018384088452007578, 'epoch': 0.63}
{'loss': 1.8959, 'learning_rate': 0.00018357809872227438, 'epoch': 0.63}
{'loss': 0.9701, 'learning_rate': 0.00018331338435227838, 'epoch': 0.64}
{'loss': 1.6981, 'learning_rate': 0.0001830467475183958, 'epoch': 0.64}
{'loss': 0.8633, 'learning_rate': 0.00018277819437329576, 'epoch': 0.64}
{'loss': 1.128, 'learning_rate': 0.00018250773111386633, 'epoch': 0.65}
{'loss': 1.4364, 'learning_rate': 0.00018223536398107176, 'epoch': 0.65}
{'loss': 1.0329, 'learning_rate': 0.0001819610992598083, 'epoch': 0.66}
{'loss': 1.09, 'learning_rate': 0.00018168494327875918, 'epoch': 0.66}
{'loss': 0.7373, 'learning_rate': 0.00018140690241024872, 'epoch': 0.67}
{'loss': 0.6432, 'learning_rate': 0.00018112698307009507, 'epoch': 0.67}
{'loss': 1.2863, 'learning_rate': 0.0001808451917174624, 'epoch': 0.68}
{'loss': 1.162, 'learning_rate': 0.00018056153485471166, 'epoch': 0.68}
{'loss': 0.9949, 'learning_rate': 0.00018027601902725063, 'epoch': 0.68}
{'loss': 0.8688, 'learning_rate': 0.0001799886508233829, 'epoch': 0.69}
{'loss': 0.7571, 'learning_rate': 0.00017969943687415576, 'epoch': 0.69}
{'loss': 1.0533, 'learning_rate': 0.00017940838385320732, 'epoch': 0.7}
{'loss': 0.9814, 'learning_rate': 0.00017911549847661235, 'epoch': 0.7}
{'loss': 0.7292, 'learning_rate': 0.00017882078750272742, 'epoch': 0.71}
{'loss': 0.8037, 'learning_rate': 0.000178524257732035, 'epoch': 0.71}
{'loss': 1.6673, 'learning_rate': 0.0001782259160069863, 'epoch': 0.72}
{'loss': 1.3312, 'learning_rate': 0.00017792576921184372, 'epoch': 0.72}
{'loss': 1.0679, 'learning_rate': 0.00017762382427252167, 'epoch': 0.72}
{'loss': 0.8268, 'learning_rate': 0.00017732008815642697, 'epoch': 0.73}
{'loss': 1.4696, 'learning_rate': 0.00017701456787229804, 'epoch': 0.73}
{'loss': 1.0054, 'learning_rate': 0.00017670727047004308, 'epoch': 0.74}
{'loss': 1.2124, 'learning_rate': 0.00017639820304057743, 'epoch': 0.74}
{'loss': 1.294, 'learning_rate': 0.00017608737271566005, 'epoch': 0.75}
{'loss': 1.2658, 'learning_rate': 0.00017577478666772883, 'epoch': 0.75}
{'loss': 1.3763, 'learning_rate': 0.00017546045210973507, 'epoch': 0.76}
{'loss': 0.6308, 'learning_rate': 0.0001751443762949772, 'epoch': 0.76}
{'loss': 0.8452, 'learning_rate': 0.00017482656651693324, 'epoch': 0.76}
{'loss': 0.9312, 'learning_rate': 0.00017450703010909264, 'epoch': 0.77}
{'loss': 0.9609, 'learning_rate': 0.00017418577444478688, 'epoch': 0.77}
{'loss': 1.3989, 'learning_rate': 0.0001738628069370195, 'epoch': 0.78}
{'loss': 1.1349, 'learning_rate': 0.00017353813503829502, 'epoch': 0.78}
{'loss': 1.1817, 'learning_rate': 0.00017321176624044687, 'epoch': 0.79}
{'loss': 2.0644, 'learning_rate': 0.0001728837080744646, 'epoch': 0.79}
{'loss': 1.3083, 'learning_rate': 0.00017255396811032014, 'epoch': 0.8}
{'loss': 0.8315, 'learning_rate': 0.00017222255395679296, 'epoch': 0.8}
{'loss': 1.4397, 'learning_rate': 0.0001718894732612947, 'epoch': 0.8}
{'loss': 1.4513, 'learning_rate': 0.0001715547337096925, 'epoch': 0.81}
{'loss': 0.4484, 'learning_rate': 0.00017121834302613186, 'epoch': 0.81}
{'loss': 0.9573, 'learning_rate': 0.0001708803089728583, 'epoch': 0.82}
{'loss': 1.5805, 'learning_rate': 0.0001705406393500381, 'epoch': 0.82}
{'loss': 1.1056, 'learning_rate': 0.00017019934199557867, 'epoch': 0.83}
{'loss': 0.8708, 'learning_rate': 0.00016985642478494728, 'epoch': 0.83}
{'loss': 0.6515, 'learning_rate': 0.00016951189563098966, 'epoch': 0.84}
{'loss': 0.7106, 'learning_rate': 0.00016916576248374719, 'epoch': 0.84}
{'loss': 1.414, 'learning_rate': 0.00016881803333027362, 'epoch': 0.84}
{'loss': 1.7239, 'learning_rate': 0.00016846871619445063, 'epoch': 0.85}
{'loss': 1.3376, 'learning_rate': 0.0001681178191368027, 'epoch': 0.85}
{'loss': 1.1651, 'learning_rate': 0.00016776535025431132, 'epoch': 0.86}
{'loss': 0.9068, 'learning_rate': 0.00016741131768022776, 'epoch': 0.86}
{'loss': 0.9753, 'learning_rate': 0.00016705572958388576, 'epoch': 0.87}
{'loss': 0.8753, 'learning_rate': 0.00016669859417051282, 'epoch': 0.87}
{'loss': 0.835, 'learning_rate': 0.00016633991968104095, 'epoch': 0.88}
{'loss': 0.6102, 'learning_rate': 0.0001659797143919165, 'epoch': 0.88}
{'loss': 0.5774, 'learning_rate': 0.00016561798661490903, 'epoch': 0.88}
{'loss': 1.0616, 'learning_rate': 0.00016525474469691984, 'epoch': 0.89}
{'loss': 0.916, 'learning_rate': 0.00016488999701978903, 'epoch': 0.89}
{'loss': 1.4398, 'learning_rate': 0.0001645237520001023, 'epoch': 0.9}
{'loss': 0.8535, 'learning_rate': 0.0001641560180889966, 'epoch': 0.9}
{'loss': 0.6973, 'learning_rate': 0.00016378680377196524, 'epoch': 0.91}
{'loss': 1.66, 'learning_rate': 0.000163416117568662, 'epoch': 0.91}
{'loss': 1.3216, 'learning_rate': 0.0001630439680327046, 'epoch': 0.92}
{'loss': 1.4877, 'learning_rate': 0.00016267036375147725, 'epoch': 0.92}
{'loss': 1.1423, 'learning_rate': 0.00016229531334593258, 'epoch': 0.92}
{'loss': 1.1161, 'learning_rate': 0.0001619188254703927, 'epoch': 0.93}
{'loss': 1.729, 'learning_rate': 0.0001615409088123493, 'epoch': 0.93}
{'loss': 1.6156, 'learning_rate': 0.00016116157209226353, 'epoch': 0.94}
{'loss': 0.5506, 'learning_rate': 0.00016078082406336463, 'epoch': 0.94}
{'loss': 2.1095, 'learning_rate': 0.00016039867351144778, 'epoch': 0.95}
{'loss': 0.6388, 'learning_rate': 0.00016001512925467153, 'epoch': 0.95}
{'loss': 1.3534, 'learning_rate': 0.00015963020014335438, 'epoch': 0.96}
{'loss': 0.9523, 'learning_rate': 0.00015924389505977038, 'epoch': 0.96}
{'loss': 0.8946, 'learning_rate': 0.0001588562229179443, 'epoch': 0.96}
{'loss': 2.0429, 'learning_rate': 0.00015846719266344596, 'epoch': 0.97}
{'loss': 0.9908, 'learning_rate': 0.0001580768132731837, 'epoch': 0.97}
{'loss': 1.1059, 'learning_rate': 0.00015768509375519726, 'epoch': 0.98}
{'loss': 1.5216, 'learning_rate': 0.00015729204314845002, 'epoch': 0.98}
{'loss': 1.8265, 'learning_rate': 0.00015689767052262026, 'epoch': 0.99}
{'loss': 0.9162, 'learning_rate': 0.00015650198497789203, 'epoch': 0.99}
{'loss': 0.6105, 'learning_rate': 0.00015610499564474512, 'epoch': 1.0}
{'loss': 1.5174, 'learning_rate': 0.00015570671168374438, 'epoch': 1.0}
{'loss': 0.6081, 'learning_rate': 0.0001553071422853282, 'epoch': 1.0}
{'loss': 1.2539, 'learning_rate': 0.00015490629666959667, 'epoch': 1.01}
{'loss': 0.7226, 'learning_rate': 0.0001545041840860986, 'epoch': 1.01}
{'loss': 0.646, 'learning_rate': 0.0001541008138136183, 'epoch': 1.02}
{'loss': 0.7775, 'learning_rate': 0.0001536961951599613, 'epoch': 1.02}
{'loss': 0.9725, 'learning_rate': 0.00015329033746173975, 'epoch': 1.03}
{'loss': 0.6264, 'learning_rate': 0.00015288325008415668, 'epoch': 1.03}
{'loss': 0.9672, 'learning_rate': 0.00015247494242079024, 'epoch': 1.04}
{'loss': 0.429, 'learning_rate': 0.0001520654238933767, 'epoch': 1.04}
{'loss': 0.6911, 'learning_rate': 0.00015165470395159313, 'epoch': 1.04}
{'loss': 0.7654, 'learning_rate': 0.00015124279207283942, 'epoch': 1.05}
{'loss': 0.5574, 'learning_rate': 0.00015082969776201947, 'epoch': 1.05}
{'loss': 0.9307, 'learning_rate': 0.00015041543055132185, 'epoch': 1.06}
{'loss': 0.6542, 'learning_rate': 0.00015000000000000001, 'epoch': 1.06}
{'loss': 0.5087, 'learning_rate': 0.00014958341569415147, 'epoch': 1.07}
{'loss': 0.4296, 'learning_rate': 0.00014916568724649687, 'epoch': 1.07}
{'loss': 0.7504, 'learning_rate': 0.0001487468242961579, 'epoch': 1.08}
{'loss': 0.8475, 'learning_rate': 0.0001483268365084351, 'epoch': 1.08}
{'loss': 0.5499, 'learning_rate': 0.00014790573357458464, 'epoch': 1.08}
{'loss': 0.825, 'learning_rate': 0.00014748352521159493, 'epoch': 1.09}
{'loss': 0.5145, 'learning_rate': 0.00014706022116196208, 'epoch': 1.09}
{'loss': 0.666, 'learning_rate': 0.0001466358311934654, 'epoch': 1.1}
{'loss': 0.7661, 'learning_rate': 0.00014621036509894183, 'epoch': 1.1}
{'loss': 0.5253, 'learning_rate': 0.00014578383269606005, 'epoch': 1.11}
{'loss': 0.8621, 'learning_rate': 0.00014535624382709382, 'epoch': 1.11}
{'loss': 0.5326, 'learning_rate': 0.00014492760835869503, 'epoch': 1.12}
{'loss': 0.5219, 'learning_rate': 0.00014449793618166593, 'epoch': 1.12}
{'loss': 0.9986, 'learning_rate': 0.00014406723721073088, 'epoch': 1.12}
{'loss': 0.8401, 'learning_rate': 0.00014363552138430764, 'epoch': 1.13}
{'loss': 0.8276, 'learning_rate': 0.00014320279866427796, 'epoch': 1.13}
{'loss': 0.5444, 'learning_rate': 0.00014276907903575787, 'epoch': 1.14}
{'loss': 1.033, 'learning_rate': 0.00014233437250686694, 'epoch': 1.14}
{'loss': 0.5948, 'learning_rate': 0.00014189868910849778, 'epoch': 1.15}
{'loss': 1.0195, 'learning_rate': 0.00014146203889408418, 'epoch': 1.15}
{'loss': 0.9218, 'learning_rate': 0.0001410244319393694, 'epoch': 1.16}
{'loss': 0.6821, 'learning_rate': 0.00014058587834217355, 'epoch': 1.16}
{'loss': 0.3422, 'learning_rate': 0.00014014638822216062, 'epoch': 1.16}
{'loss': 0.9042, 'learning_rate': 0.0001397059717206048, 'epoch': 1.17}
{'loss': 0.3192, 'learning_rate': 0.0001392646390001569, 'epoch': 1.17}
{'loss': 0.7223, 'learning_rate': 0.00013882240024460927, 'epoch': 1.18}
{'loss': 0.7278, 'learning_rate': 0.00013837926565866127, 'epoch': 1.18}
{'loss': 0.9659, 'learning_rate': 0.00013793524546768356, 'epoch': 1.19}
{'loss': 0.5995, 'learning_rate': 0.00013749034991748232, 'epoch': 1.19}
{'loss': 1.321, 'learning_rate': 0.0001370445892740626, 'epoch': 1.2}
{'loss': 0.3596, 'learning_rate': 0.0001365979738233916, 'epoch': 1.2}
{'loss': 0.7275, 'learning_rate': 0.0001361505138711613, 'epoch': 1.2}
{'loss': 0.6696, 'learning_rate': 0.0001357022197425506, 'epoch': 1.21}
{'loss': 0.6964, 'learning_rate': 0.00013525310178198705, 'epoch': 1.21}
{'loss': 0.4817, 'learning_rate': 0.00013480317035290836, 'epoch': 1.22}
{'loss': 1.0994, 'learning_rate': 0.00013435243583752294, 'epoch': 1.22}
{'loss': 0.4568, 'learning_rate': 0.00013390090863657047, 'epoch': 1.23}
{'loss': 0.6199, 'learning_rate': 0.00013344859916908207, 'epoch': 1.23}
{'loss': 0.7568, 'learning_rate': 0.00013299551787213963, 'epoch': 1.24}
{'loss': 0.6768, 'learning_rate': 0.00013254167520063509, 'epoch': 1.24}
{'loss': 0.4009, 'learning_rate': 0.00013208708162702922, 'epoch': 1.24}
{'loss': 0.4805, 'learning_rate': 0.00013163174764110983, 'epoch': 1.25}
{'loss': 0.8998, 'learning_rate': 0.00013117568374974988, 'epoch': 1.25}
{'loss': 0.4737, 'learning_rate': 0.00013071890047666499, 'epoch': 1.26}
{'loss': 0.5431, 'learning_rate': 0.0001302614083621705, 'epoch': 1.26}
{'loss': 0.6661, 'learning_rate': 0.00012980321796293836, 'epoch': 1.27}
{'loss': 0.8913, 'learning_rate': 0.00012934433985175358, 'epoch': 1.27}
{'loss': 0.778, 'learning_rate': 0.0001288847846172701, 'epoch': 1.28}
{'loss': 0.2699, 'learning_rate': 0.0001284245628637665, 'epoch': 1.28}
{'loss': 0.9302, 'learning_rate': 0.00012796368521090143, 'epoch': 1.28}
{'loss': 0.909, 'learning_rate': 0.0001275021622934685, 'epoch': 1.29}
{'loss': 0.4096, 'learning_rate': 0.0001270400047611508, 'epoch': 1.29}
{'loss': 0.633, 'learning_rate': 0.0001265772232782752, 'epoch': 1.3}
{'loss': 0.8373, 'learning_rate': 0.0001261138285235663, 'epoch': 1.3}
{'loss': 0.9826, 'learning_rate': 0.00012564983118990011, 'epoch': 1.31}
{'loss': 0.737, 'learning_rate': 0.000125185241984057, 'epoch': 1.31}
{'loss': 0.9905, 'learning_rate': 0.000124720071626475, 'epoch': 1.32}
{'loss': 0.5953, 'learning_rate': 0.00012425433085100224, 'epoch': 1.32}
{'loss': 0.8197, 'learning_rate': 0.00012378803040464929, 'epoch': 1.32}
{'loss': 0.6275, 'learning_rate': 0.0001233211810473411, 'epoch': 1.33}
{'loss': 0.4051, 'learning_rate': 0.00012285379355166893, 'epoch': 1.33}
{'loss': 0.6947, 'learning_rate': 0.00012238587870264152, 'epoch': 1.34}
{'loss': 0.5018, 'learning_rate': 0.00012191744729743635, 'epoch': 1.34}
{'loss': 0.356, 'learning_rate': 0.00012144851014515055, 'epoch': 1.35}
{'loss': 0.7959, 'learning_rate': 0.00012097907806655136, 'epoch': 1.35}
{'loss': 0.3388, 'learning_rate': 0.00012050916189382646, 'epoch': 1.36}
{'loss': 0.4731, 'learning_rate': 0.00012003877247033411, 'epoch': 1.36}
{'loss': 0.8426, 'learning_rate': 0.0001195679206503528, 'epoch': 1.36}
{'loss': 0.6561, 'learning_rate': 0.00011909661729883097, 'epoch': 1.37}
{'loss': 0.4926, 'learning_rate': 0.00011862487329113606, 'epoch': 1.37}
{'loss': 1.4085, 'learning_rate': 0.0001181526995128038, 'epoch': 1.38}
{'loss': 0.7954, 'learning_rate': 0.00011768010685928685, 'epoch': 1.38}
{'loss': 0.3129, 'learning_rate': 0.00011720710623570351, 'epoch': 1.39}
{'loss': 0.5395, 'learning_rate': 0.00011673370855658592, 'epoch': 1.39}
{'loss': 0.4302, 'learning_rate': 0.00011625992474562846, 'epoch': 1.4}
{'loss': 0.6234, 'learning_rate': 0.0001157857657354354, 'epoch': 1.4}
{'loss': 0.8869, 'learning_rate': 0.0001153112424672689, 'epoch': 1.4}
