  0%|                                                                                                                                                                                                                                                                  | 0/2700 [00:00<?, ?it/s]/data/aofei/conda/env/llava_v1.5/lib/python3.10/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
{'loss': 0.8704, 'learning_rate': 0.00019997669082563597, 'epoch': 0.22}
{'loss': 1.3869, 'learning_rate': 0.00019997402909070059, 'epoch': 0.22}
{'loss': 1.6488, 'learning_rate': 0.0001999712235037694, 'epoch': 0.22}
{'loss': 1.3009, 'learning_rate': 0.0001999682740688794, 'epoch': 0.23}
{'loss': 0.6298, 'learning_rate': 0.0001999651807902745, 'epoch': 0.23}
{'loss': 1.2489, 'learning_rate': 0.00019996194367240556, 'epoch': 0.23}
{'loss': 1.6173, 'learning_rate': 0.0001999585627199305, 'epoch': 0.23}
{'loss': 1.474, 'learning_rate': 0.00019995503793771412, 'epoch': 0.24}
{'loss': 1.2721, 'learning_rate': 0.00019995136933082818, 'epoch': 0.24}
{'loss': 1.1607, 'learning_rate': 0.00019994755690455152, 'epoch': 0.24}
{'loss': 2.0963, 'learning_rate': 0.00019994360066436968, 'epoch': 0.24}
{'loss': 1.7591, 'learning_rate': 0.00019993950061597535, 'epoch': 0.24}
{'loss': 1.2823, 'learning_rate': 0.00019993525676526805, 'epoch': 0.25}
{'loss': 1.1696, 'learning_rate': 0.00019993086911835426, 'epoch': 0.25}
{'loss': 0.7563, 'learning_rate': 0.00019992633768154726, 'epoch': 0.25}
{'loss': 0.4699, 'learning_rate': 0.00019992166246136738, 'epoch': 0.25}
{'loss': 1.1133, 'learning_rate': 0.00019991684346454172, 'epoch': 0.26}
{'loss': 1.7208, 'learning_rate': 0.00019991188069800432, 'epoch': 0.26}
{'loss': 0.9657, 'learning_rate': 0.00019990677416889608, 'epoch': 0.26}
{'loss': 1.217, 'learning_rate': 0.00019990152388456474, 'epoch': 0.26}
{'loss': 1.5352, 'learning_rate': 0.00019989612985256492, 'epoch': 0.26}
{'loss': 1.1117, 'learning_rate': 0.000199890592080658, 'epoch': 0.27}
{'loss': 2.0353, 'learning_rate': 0.00019988491057681233, 'epoch': 0.27}
{'loss': 1.2915, 'learning_rate': 0.00019987908534920294, 'epoch': 0.27}
{'loss': 1.192, 'learning_rate': 0.00019987311640621173, 'epoch': 0.27}
{'loss': 3.2035, 'learning_rate': 0.00019986700375642733, 'epoch': 0.28}
{'loss': 1.7047, 'learning_rate': 0.00019986074740864526, 'epoch': 0.28}
{'loss': 2.2844, 'learning_rate': 0.0001998543473718677, 'epoch': 0.28}
{'loss': 1.9331, 'learning_rate': 0.0001998478036553036, 'epoch': 0.28}
{'loss': 1.5418, 'learning_rate': 0.00019984111626836877, 'epoch': 0.28}
{'loss': 1.7238, 'learning_rate': 0.00019983428522068556, 'epoch': 0.29}
{'loss': 0.9979, 'learning_rate': 0.00019982731052208309, 'epoch': 0.29}
{'loss': 1.7866, 'learning_rate': 0.0001998201921825973, 'epoch': 0.29}
{'loss': 0.9942, 'learning_rate': 0.0001998129302124707, 'epoch': 0.29}
{'loss': 0.916, 'learning_rate': 0.00019980552462215244, 'epoch': 0.3}
{'loss': 1.7474, 'learning_rate': 0.00019979797542229845, 'epoch': 0.3}
{'loss': 1.1618, 'learning_rate': 0.00019979028262377118, 'epoch': 0.3}
{'loss': 1.5013, 'learning_rate': 0.00019978244623763974, 'epoch': 0.3}
{'loss': 1.7667, 'learning_rate': 0.00019977446627517987, 'epoch': 0.3}
{'loss': 2.1246, 'learning_rate': 0.00019976634274787393, 'epoch': 0.31}
{'loss': 0.7557, 'learning_rate': 0.00019975807566741075, 'epoch': 0.31}
{'loss': 1.5575, 'learning_rate': 0.00019974966504568583, 'epoch': 0.31}
{'loss': 1.2692, 'learning_rate': 0.00019974111089480112, 'epoch': 0.31}
{'loss': 1.1047, 'learning_rate': 0.00019973241322706513, 'epoch': 0.32}
{'loss': 1.3971, 'learning_rate': 0.00019972357205499293, 'epoch': 0.32}
{'loss': 0.8498, 'learning_rate': 0.00019971458739130598, 'epoch': 0.32}
{'loss': 1.3331, 'learning_rate': 0.00019970545924893226, 'epoch': 0.32}
{'loss': 1.011, 'learning_rate': 0.00019969618764100621, 'epoch': 0.32}
{'loss': 1.1278, 'learning_rate': 0.00019968677258086866, 'epoch': 0.33}
{'loss': 1.0096, 'learning_rate': 0.00019967721408206695, 'epoch': 0.33}
{'loss': 0.427, 'learning_rate': 0.00019966751215835465, 'epoch': 0.33}
{'loss': 0.9636, 'learning_rate': 0.00019965766682369186, 'epoch': 0.33}
{'loss': 1.8945, 'learning_rate': 0.00019964767809224496, 'epoch': 0.34}
{'loss': 2.0224, 'learning_rate': 0.00019963754597838667, 'epoch': 0.34}
{'loss': 2.0724, 'learning_rate': 0.000199627270496696, 'epoch': 0.34}
{'loss': 0.9231, 'learning_rate': 0.0001996168516619583, 'epoch': 0.34}
{'loss': 1.6205, 'learning_rate': 0.00019960628948916518, 'epoch': 0.34}
{'loss': 1.8162, 'learning_rate': 0.00019959558399351444, 'epoch': 0.35}
{'loss': 1.1438, 'learning_rate': 0.00019958473519041017, 'epoch': 0.35}
{'loss': 1.6901, 'learning_rate': 0.00019957374309546264, 'epoch': 0.35}
{'loss': 0.8624, 'learning_rate': 0.00019956260772448833, 'epoch': 0.35}
{'loss': 0.9717, 'learning_rate': 0.00019955132909350984, 'epoch': 0.36}
{'loss': 2.1685, 'learning_rate': 0.00019953990721875592, 'epoch': 0.36}
{'loss': 1.7538, 'learning_rate': 0.0001995283421166614, 'epoch': 0.36}
{'loss': 1.0317, 'learning_rate': 0.0001995166338038673, 'epoch': 0.36}
{'loss': 0.6035, 'learning_rate': 0.00019950478229722055, 'epoch': 0.36}
{'loss': 0.8045, 'learning_rate': 0.0001994927876137743, 'epoch': 0.37}
{'loss': 1.441, 'learning_rate': 0.00019948064977078758, 'epoch': 0.37}
{'loss': 1.6307, 'learning_rate': 0.00019946836878572544, 'epoch': 0.37}
{'loss': 1.3325, 'learning_rate': 0.00019945594467625895, 'epoch': 0.37}
{'loss': 1.5758, 'learning_rate': 0.00019944337746026502, 'epoch': 0.38}
{'loss': 1.1882, 'learning_rate': 0.0001994306671558266, 'epoch': 0.38}
{'loss': 1.5157, 'learning_rate': 0.00019941781378123244, 'epoch': 0.38}
{'loss': 0.8402, 'learning_rate': 0.0001994048173549772, 'epoch': 0.38}
{'loss': 0.9231, 'learning_rate': 0.0001993916778957613, 'epoch': 0.38}
{'loss': 2.2628, 'learning_rate': 0.00019937839542249108, 'epoch': 0.39}
{'loss': 1.0106, 'learning_rate': 0.0001993649699542786, 'epoch': 0.39}
{'loss': 2.2795, 'learning_rate': 0.00019935140151044166, 'epoch': 0.39}
{'loss': 0.453, 'learning_rate': 0.0001993376901105038, 'epoch': 0.39}
{'loss': 1.6218, 'learning_rate': 0.00019932383577419432, 'epoch': 0.4}
{'loss': 1.3928, 'learning_rate': 0.00019930983852144808, 'epoch': 0.4}
{'loss': 1.4511, 'learning_rate': 0.00019929569837240564, 'epoch': 0.4}
{'loss': 1.2267, 'learning_rate': 0.00019928141534741322, 'epoch': 0.4}
{'loss': 2.3545, 'learning_rate': 0.00019926698946702253, 'epoch': 0.4}
{'loss': 0.6052, 'learning_rate': 0.0001992524207519909, 'epoch': 0.41}
{'loss': 1.0768, 'learning_rate': 0.00019923770922328113, 'epoch': 0.41}
{'loss': 1.2793, 'learning_rate': 0.00019922285490206156, 'epoch': 0.41}
{'loss': 1.7373, 'learning_rate': 0.00019920785780970604, 'epoch': 0.41}
{'loss': 1.9372, 'learning_rate': 0.0001991927179677937, 'epoch': 0.42}
{'loss': 1.3017, 'learning_rate': 0.0001991774353981092, 'epoch': 0.42}
{'loss': 2.7647, 'learning_rate': 0.00019916201012264254, 'epoch': 0.42}
{'loss': 0.8071, 'learning_rate': 0.000199146442163589, 'epoch': 0.42}
{'loss': 2.0715, 'learning_rate': 0.0001991307315433493, 'epoch': 0.42}
{'loss': 2.0495, 'learning_rate': 0.00019911487828452932, 'epoch': 0.43}
{'loss': 1.6741, 'learning_rate': 0.00019909888240994019, 'epoch': 0.43}
{'loss': 0.9906, 'learning_rate': 0.00019908274394259828, 'epoch': 0.43}
{'loss': 1.6665, 'learning_rate': 0.00019906646290572514, 'epoch': 0.43}
{'loss': 0.9686, 'learning_rate': 0.0001990500393227475, 'epoch': 0.44}
{'loss': 1.7334, 'learning_rate': 0.00019903347321729702, 'epoch': 0.44}
{'loss': 0.8717, 'learning_rate': 0.00019901676461321068, 'epoch': 0.44}
{'loss': 0.8148, 'learning_rate': 0.0001989999135345303, 'epoch': 0.44}
{'loss': 2.336, 'learning_rate': 0.0001989829200055029, 'epoch': 0.44}
{'loss': 1.4349, 'learning_rate': 0.00019896578405058027, 'epoch': 0.45}
{'loss': 2.0127, 'learning_rate': 0.00019894850569441923, 'epoch': 0.45}
{'loss': 1.7149, 'learning_rate': 0.00019893108496188156, 'epoch': 0.45}
{'loss': 1.9164, 'learning_rate': 0.00019891352187803376, 'epoch': 0.45}
{'loss': 0.6004, 'learning_rate': 0.00019889581646814728, 'epoch': 0.46}
{'loss': 0.6923, 'learning_rate': 0.00019887796875769836, 'epoch': 0.46}
{'loss': 1.1332, 'learning_rate': 0.00019885997877236788, 'epoch': 0.46}
{'loss': 1.8773, 'learning_rate': 0.0001988418465380416, 'epoch': 0.46}
{'loss': 1.1996, 'learning_rate': 0.00019882357208080977, 'epoch': 0.46}
{'loss': 1.7598, 'learning_rate': 0.0001988051554269675, 'epoch': 0.47}
{'loss': 1.0397, 'learning_rate': 0.00019878659660301434, 'epoch': 0.47}
{'loss': 1.3259, 'learning_rate': 0.00019876789563565446, 'epoch': 0.47}
{'loss': 1.4333, 'learning_rate': 0.0001987490525517966, 'epoch': 0.47}
{'loss': 0.4734, 'learning_rate': 0.0001987300673785539, 'epoch': 0.48}
{'loss': 1.8011, 'learning_rate': 0.00019871094014324404, 'epoch': 0.48}
{'loss': 1.8968, 'learning_rate': 0.00019869167087338907, 'epoch': 0.48}
{'loss': 1.1524, 'learning_rate': 0.00019867225959671543, 'epoch': 0.48}
{'loss': 1.6818, 'learning_rate': 0.0001986527063411539, 'epoch': 0.48}
{'loss': 2.6199, 'learning_rate': 0.00019863301113483948, 'epoch': 0.49}
{'loss': 1.2395, 'learning_rate': 0.0001986131740061115, 'epoch': 0.49}
{'loss': 1.9991, 'learning_rate': 0.00019859319498351352, 'epoch': 0.49}
{'loss': 1.2636, 'learning_rate': 0.00019857307409579318, 'epoch': 0.49}
{'loss': 2.9342, 'learning_rate': 0.00019855281137190232, 'epoch': 0.5}
{'loss': 0.7827, 'learning_rate': 0.00019853240684099683, 'epoch': 0.5}
{'loss': 1.0395, 'learning_rate': 0.00019851186053243666, 'epoch': 0.5}
{'loss': 1.6942, 'learning_rate': 0.00019849117247578576, 'epoch': 0.5}
{'loss': 2.1581, 'learning_rate': 0.00019847034270081208, 'epoch': 0.5}
{'loss': 0.8851, 'learning_rate': 0.0001984493712374874, 'epoch': 0.51}
{'loss': 1.0955, 'learning_rate': 0.0001984282581159875, 'epoch': 0.51}
{'loss': 1.0816, 'learning_rate': 0.00019840700336669183, 'epoch': 0.51}
{'loss': 0.7518, 'learning_rate': 0.00019838560702018374, 'epoch': 0.51}
{'loss': 1.2539, 'learning_rate': 0.0001983640691072503, 'epoch': 0.52}
{'loss': 0.6649, 'learning_rate': 0.00019834238965888232, 'epoch': 0.52}
{'loss': 1.9474, 'learning_rate': 0.00019832056870627417, 'epoch': 0.52}
{'loss': 0.9463, 'learning_rate': 0.0001982986062808239, 'epoch': 0.52}
{'loss': 0.9643, 'learning_rate': 0.00019827650241413308, 'epoch': 0.52}
{'loss': 1.7583, 'learning_rate': 0.00019825425713800688, 'epoch': 0.53}
{'loss': 1.0784, 'learning_rate': 0.00019823187048445383, 'epoch': 0.53}
{'loss': 2.2116, 'learning_rate': 0.00019820934248568594, 'epoch': 0.53}
{'loss': 1.7361, 'learning_rate': 0.00019818667317411865, 'epoch': 0.53}
{'loss': 2.2561, 'learning_rate': 0.00019816386258237066, 'epoch': 0.54}
{'loss': 1.6461, 'learning_rate': 0.000198140910743264, 'epoch': 0.54}
{'loss': 1.2401, 'learning_rate': 0.0001981178176898239, 'epoch': 0.54}
{'loss': 1.7516, 'learning_rate': 0.00019809458345527886, 'epoch': 0.54}
{'loss': 1.9308, 'learning_rate': 0.0001980712080730604, 'epoch': 0.54}
{'loss': 0.7772, 'learning_rate': 0.00019804769157680328, 'epoch': 0.55}
{'loss': 0.7167, 'learning_rate': 0.00019802403400034517, 'epoch': 0.55}
{'loss': 1.7154, 'learning_rate': 0.00019800023537772687, 'epoch': 0.55}
{'loss': 0.5977, 'learning_rate': 0.000197976295743192, 'epoch': 0.55}
{'loss': 1.6486, 'learning_rate': 0.00019795221513118722, 'epoch': 0.56}
{'loss': 0.9313, 'learning_rate': 0.00019792799357636192, 'epoch': 0.56}
{'loss': 1.2807, 'learning_rate': 0.00019790363111356837, 'epoch': 0.56}
{'loss': 0.9671, 'learning_rate': 0.00019787912777786154, 'epoch': 0.56}
{'loss': 1.1674, 'learning_rate': 0.00019785448360449913, 'epoch': 0.56}
{'loss': 1.2203, 'learning_rate': 0.0001978296986289415, 'epoch': 0.57}
{'loss': 3.0779, 'learning_rate': 0.0001978047728868516, 'epoch': 0.57}
{'loss': 0.9219, 'learning_rate': 0.00019777970641409487, 'epoch': 0.57}
{'loss': 0.9491, 'learning_rate': 0.00019775449924673934, 'epoch': 0.57}
{'loss': 2.5034, 'learning_rate': 0.00019772915142105544, 'epoch': 0.58}
{'loss': 1.4106, 'learning_rate': 0.000197703662973516, 'epoch': 0.58}
{'loss': 1.7796, 'learning_rate': 0.00019767803394079615, 'epoch': 0.58}
{'loss': 1.2681, 'learning_rate': 0.00019765226435977342, 'epoch': 0.58}
{'loss': 1.821, 'learning_rate': 0.0001976263542675274, 'epoch': 0.58}
{'loss': 1.0383, 'learning_rate': 0.00019760030370134004, 'epoch': 0.59}
{'loss': 0.8457, 'learning_rate': 0.00019757411269869527, 'epoch': 0.59}
{'loss': 1.496, 'learning_rate': 0.0001975477812972792, 'epoch': 0.59}
{'loss': 2.9922, 'learning_rate': 0.0001975213095349799, 'epoch': 0.59}
{'loss': 0.7595, 'learning_rate': 0.0001974946974498874, 'epoch': 0.6}
{'loss': 1.3971, 'learning_rate': 0.00019746794508029373, 'epoch': 0.6}
{'loss': 1.3147, 'learning_rate': 0.00019744105246469263, 'epoch': 0.6}
{'loss': 0.7689, 'learning_rate': 0.00019741401964177972, 'epoch': 0.6}
{'loss': 1.1819, 'learning_rate': 0.0001973868466504524, 'epoch': 0.6}
{'loss': 1.6339, 'learning_rate': 0.0001973595335298097, 'epoch': 0.61}
{'loss': 1.3936, 'learning_rate': 0.00019733208031915228, 'epoch': 0.61}
{'loss': 1.3961, 'learning_rate': 0.00019730448705798239, 'epoch': 0.61}
{'loss': 2.2799, 'learning_rate': 0.0001972767537860038, 'epoch': 0.61}
{'loss': 1.1256, 'learning_rate': 0.00019724888054312178, 'epoch': 0.62}
{'loss': 1.1724, 'learning_rate': 0.0001972208673694429, 'epoch': 0.62}
{'loss': 1.0021, 'learning_rate': 0.0001971927143052752, 'epoch': 0.62}
{'loss': 2.6565, 'learning_rate': 0.0001971644213911279, 'epoch': 0.62}
{'loss': 1.5013, 'learning_rate': 0.0001971359886677115, 'epoch': 0.62}
{'loss': 1.9961, 'learning_rate': 0.00019710741617593767, 'epoch': 0.63}
{'loss': 1.6288, 'learning_rate': 0.00019707870395691918, 'epoch': 0.63}
{'loss': 1.7356, 'learning_rate': 0.0001970498520519699, 'epoch': 0.63}
{'loss': 1.5417, 'learning_rate': 0.00019702086050260456, 'epoch': 0.63}
{'loss': 1.088, 'learning_rate': 0.00019699172935053904, 'epoch': 0.64}
{'loss': 2.6892, 'learning_rate': 0.0001969624586376899, 'epoch': 0.64}
{'loss': 1.8159, 'learning_rate': 0.00019693304840617457, 'epoch': 0.64}
{'loss': 0.9457, 'learning_rate': 0.00019690349869831128, 'epoch': 0.64}
{'loss': 1.65, 'learning_rate': 0.0001968738095566189, 'epoch': 0.64}
{'loss': 1.2341, 'learning_rate': 0.00019684398102381694, 'epoch': 0.65}
{'loss': 1.5717, 'learning_rate': 0.0001968140131428255, 'epoch': 0.65}
{'loss': 1.8144, 'learning_rate': 0.0001967839059567652, 'epoch': 0.65}
{'loss': 1.7036, 'learning_rate': 0.000196753659508957, 'epoch': 0.65}
{'loss': 1.2512, 'learning_rate': 0.0001967232738429224, 'epoch': 0.66}
{'loss': 1.0994, 'learning_rate': 0.0001966927490023831, 'epoch': 0.66}
{'loss': 1.6097, 'learning_rate': 0.00019666208503126112, 'epoch': 0.66}
{'loss': 1.6249, 'learning_rate': 0.00019663128197367865, 'epoch': 0.66}
{'loss': 0.5135, 'learning_rate': 0.00019660033987395803, 'epoch': 0.66}
{'loss': 0.9662, 'learning_rate': 0.0001965692587766216, 'epoch': 0.67}
{'loss': 0.9066, 'learning_rate': 0.00019653803872639178, 'epoch': 0.67}
{'loss': 0.7381, 'learning_rate': 0.00019650667976819092, 'epoch': 0.67}
{'loss': 1.4911, 'learning_rate': 0.00019647518194714124, 'epoch': 0.67}
{'loss': 0.6772, 'learning_rate': 0.0001964435453085647, 'epoch': 0.68}
{'loss': 1.5574, 'learning_rate': 0.00019641176989798305, 'epoch': 0.68}
{'loss': 1.5456, 'learning_rate': 0.00019637985576111778, 'epoch': 0.68}
{'loss': 1.2457, 'learning_rate': 0.00019634780294388996, 'epoch': 0.68}
{'loss': 1.4501, 'learning_rate': 0.00019631561149242011, 'epoch': 0.68}
{'loss': 0.9204, 'learning_rate': 0.00019628328145302837, 'epoch': 0.69}
{'loss': 1.9196, 'learning_rate': 0.0001962508128722342, 'epoch': 0.69}
{'loss': 1.2736, 'learning_rate': 0.0001962182057967564, 'epoch': 0.69}
{'loss': 0.6085, 'learning_rate': 0.00019618546027351316, 'epoch': 0.69}
{'loss': 1.9789, 'learning_rate': 0.00019615257634962173, 'epoch': 0.7}
{'loss': 1.4751, 'learning_rate': 0.0001961195540723986, 'epoch': 0.7}
{'loss': 1.2461, 'learning_rate': 0.0001960863934893594, 'epoch': 0.7}
