  0%|                                                                                                                                                                                                                                                                              | 0/1350 [00:00<?, ?it/s]/data/aofei/conda/env/llava_v1.5/lib/python3.10/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
{'loss': 0.9444, 'learning_rate': 0.00019899915065785031, 'epoch': 0.22}
{'loss': 1.2286, 'learning_rate': 0.00019896499518473238, 'epoch': 0.22}
{'loss': 1.2754, 'learning_rate': 0.00019893026967618177, 'epoch': 0.23}
{'loss': 0.45, 'learning_rate': 0.00019889497433221639, 'epoch': 0.23}
{'loss': 0.8805, 'learning_rate': 0.0001988591093561364, 'epoch': 0.23}
{'loss': 1.6475, 'learning_rate': 0.00019882267495452297, 'epoch': 0.23}
{'loss': 1.4231, 'learning_rate': 0.00019878567133723717, 'epoch': 0.24}
{'loss': 1.1481, 'learning_rate': 0.00019874809871741876, 'epoch': 0.24}
{'loss': 0.5825, 'learning_rate': 0.00019870995731148487, 'epoch': 0.24}
{'loss': 2.1489, 'learning_rate': 0.0001986712473391289, 'epoch': 0.24}
{'loss': 1.6919, 'learning_rate': 0.00019863196902331916, 'epoch': 0.24}
{'loss': 1.2521, 'learning_rate': 0.00019859212259029752, 'epoch': 0.25}
{'loss': 0.8588, 'learning_rate': 0.00019855170826957828, 'epoch': 0.25}
{'loss': 0.6886, 'learning_rate': 0.00019851072629394677, 'epoch': 0.25}
{'loss': 0.0606, 'learning_rate': 0.0001984691768994579, 'epoch': 0.25}
{'loss': 1.2384, 'learning_rate': 0.00019842706032543496, 'epoch': 0.26}
{'loss': 1.3367, 'learning_rate': 0.00019838437681446818, 'epoch': 0.26}
{'loss': 0.8301, 'learning_rate': 0.00019834112661241328, 'epoch': 0.26}
{'loss': 1.0888, 'learning_rate': 0.0001982973099683902, 'epoch': 0.26}
{'loss': 1.3854, 'learning_rate': 0.00019825292713478146, 'epoch': 0.26}
{'loss': 0.652, 'learning_rate': 0.00019820797836723084, 'epoch': 0.27}
{'loss': 1.9025, 'learning_rate': 0.00019816246392464197, 'epoch': 0.27}
{'loss': 1.4106, 'learning_rate': 0.00019811638406917666, 'epoch': 0.27}
{'loss': 1.3811, 'learning_rate': 0.0001980697390662535, 'epoch': 0.27}
{'loss': 3.0781, 'learning_rate': 0.00019802252918454632, 'epoch': 0.28}
{'loss': 1.6385, 'learning_rate': 0.00019797475469598267, 'epoch': 0.28}
{'loss': 1.9126, 'learning_rate': 0.00019792641587574212, 'epoch': 0.28}
{'loss': 1.7435, 'learning_rate': 0.0001978775130022549, 'epoch': 0.28}
{'loss': 1.6544, 'learning_rate': 0.00019782804635720008, 'epoch': 0.28}
{'loss': 1.6757, 'learning_rate': 0.00019777801622550408, 'epoch': 0.29}
{'loss': 1.2076, 'learning_rate': 0.00019772742289533897, 'epoch': 0.29}
{'loss': 1.6034, 'learning_rate': 0.00019767626665812083, 'epoch': 0.29}
{'loss': 1.0379, 'learning_rate': 0.00019762454780850806, 'epoch': 0.29}
{'loss': 0.855, 'learning_rate': 0.00019757226664439967, 'epoch': 0.3}
{'loss': 1.5003, 'learning_rate': 0.00019751942346693367, 'epoch': 0.3}
{'loss': 0.9339, 'learning_rate': 0.00019746601858048514, 'epoch': 0.3}
{'loss': 1.4256, 'learning_rate': 0.0001974120522926647, 'epoch': 0.3}
{'loss': 1.7708, 'learning_rate': 0.0001973575249143165, 'epoch': 0.3}
{'loss': 2.1981, 'learning_rate': 0.00019730243675951666, 'epoch': 0.31}
{'loss': 0.8169, 'learning_rate': 0.00019724678814557128, 'epoch': 0.31}
{'loss': 1.3788, 'learning_rate': 0.00019719057939301477, 'epoch': 0.31}
{'loss': 0.9753, 'learning_rate': 0.00019713381082560785, 'epoch': 0.31}
{'loss': 0.8966, 'learning_rate': 0.0001970764827703358, 'epoch': 0.32}
{'loss': 1.2218, 'learning_rate': 0.00019701859555740648, 'epoch': 0.32}
{'loss': 0.6883, 'learning_rate': 0.00019696014952024852, 'epoch': 0.32}
{'loss': 1.2954, 'learning_rate': 0.0001969011449955094, 'epoch': 0.32}
{'loss': 0.9583, 'learning_rate': 0.0001968415823230534, 'epoch': 0.32}
{'loss': 1.1673, 'learning_rate': 0.0001967814618459597, 'epoch': 0.33}
{'loss': 0.9275, 'learning_rate': 0.0001967207839105206, 'epoch': 0.33}
{'loss': 0.6977, 'learning_rate': 0.00019665954886623904, 'epoch': 0.33}
{'loss': 1.6215, 'learning_rate': 0.00019659775706582717, 'epoch': 0.33}
{'loss': 1.6349, 'learning_rate': 0.00019653540886520386, 'epoch': 0.34}
{'loss': 1.8485, 'learning_rate': 0.00019647250462349295, 'epoch': 0.34}
{'loss': 1.5358, 'learning_rate': 0.00019640904470302097, 'epoch': 0.34}
{'loss': 1.0024, 'learning_rate': 0.00019634502946931518, 'epoch': 0.34}
{'loss': 1.2192, 'learning_rate': 0.00019628045929110145, 'epoch': 0.34}
{'loss': 1.7298, 'learning_rate': 0.00019621533454030203, 'epoch': 0.35}
{'loss': 0.9529, 'learning_rate': 0.00019614965559203358, 'epoch': 0.35}
{'loss': 1.6624, 'learning_rate': 0.0001960834228246049, 'epoch': 0.35}
{'loss': 0.8198, 'learning_rate': 0.00019601663661951478, 'epoch': 0.35}
{'loss': 0.9446, 'learning_rate': 0.00019594929736144976, 'epoch': 0.36}
{'loss': 2.4804, 'learning_rate': 0.00019588140543828195, 'epoch': 0.36}
{'loss': 1.1565, 'learning_rate': 0.0001958129612410668, 'epoch': 0.36}
{'loss': 0.7955, 'learning_rate': 0.00019574396516404093, 'epoch': 0.36}
{'loss': 1.1512, 'learning_rate': 0.0001956744176046196, 'epoch': 0.36}
{'loss': 0.7447, 'learning_rate': 0.00019560431896339475, 'epoch': 0.37}
{'loss': 1.4294, 'learning_rate': 0.00019553366964413242, 'epoch': 0.37}
{'loss': 1.7964, 'learning_rate': 0.00019546247005377065, 'epoch': 0.37}
{'loss': 1.2654, 'learning_rate': 0.00019539072060241691, 'epoch': 0.37}
{'loss': 1.163, 'learning_rate': 0.00019531842170334595, 'epoch': 0.38}
{'loss': 1.2483, 'learning_rate': 0.00019524557377299727, 'epoch': 0.38}
{'loss': 1.6738, 'learning_rate': 0.00019517217723097278, 'epoch': 0.38}
{'loss': 0.8752, 'learning_rate': 0.00019509823250003438, 'epoch': 0.38}
{'loss': 0.6808, 'learning_rate': 0.00019502374000610151, 'epoch': 0.38}
{'loss': 1.7793, 'learning_rate': 0.00019494870017824876, 'epoch': 0.39}
{'loss': 1.2105, 'learning_rate': 0.00019487311344870326, 'epoch': 0.39}
{'loss': 1.9481, 'learning_rate': 0.00019479698025284237, 'epoch': 0.39}
{'loss': 0.393, 'learning_rate': 0.000194720301029191, 'epoch': 0.39}
{'loss': 1.05, 'learning_rate': 0.00019464307621941927, 'epoch': 0.4}
{'loss': 1.1466, 'learning_rate': 0.0001945653062683397, 'epoch': 0.4}
{'loss': 1.3529, 'learning_rate': 0.00019448699162390496, 'epoch': 0.4}
{'loss': 0.9215, 'learning_rate': 0.00019440813273720504, 'epoch': 0.4}
{'loss': 2.5793, 'learning_rate': 0.00019432873006246481, 'epoch': 0.4}
{'loss': 0.4358, 'learning_rate': 0.00019424878405704133, 'epoch': 0.41}
{'loss': 1.0634, 'learning_rate': 0.00019416829518142118, 'epoch': 0.41}
{'loss': 1.2594, 'learning_rate': 0.0001940872638992179, 'epoch': 0.41}
{'loss': 0.7782, 'learning_rate': 0.00019400569067716926, 'epoch': 0.41}
{'loss': 1.4944, 'learning_rate': 0.00019392357598513465, 'epoch': 0.42}
{'loss': 1.4505, 'learning_rate': 0.0001938409202960922, 'epoch': 0.42}
{'loss': 3.0463, 'learning_rate': 0.00019375772408613623, 'epoch': 0.42}
{'loss': 0.9496, 'learning_rate': 0.00019367398783447448, 'epoch': 0.42}
{'loss': 1.8551, 'learning_rate': 0.00019358971202342523, 'epoch': 0.42}
{'loss': 2.2377, 'learning_rate': 0.00019350489713841466, 'epoch': 0.43}
{'loss': 1.3357, 'learning_rate': 0.000193419543667974, 'epoch': 0.43}
{'loss': 0.8428, 'learning_rate': 0.0001933336521037367, 'epoch': 0.43}
{'loss': 1.7036, 'learning_rate': 0.00019324722294043558, 'epoch': 0.43}
{'loss': 1.2579, 'learning_rate': 0.00019316025667590013, 'epoch': 0.44}
{'loss': 1.3453, 'learning_rate': 0.0001930727538110534, 'epoch': 0.44}
{'loss': 0.674, 'learning_rate': 0.00019298471484990927, 'epoch': 0.44}
{'loss': 0.9156, 'learning_rate': 0.0001928961402995696, 'epoch': 0.44}
{'loss': 2.1709, 'learning_rate': 0.00019280703067022114, 'epoch': 0.44}
{'loss': 1.2677, 'learning_rate': 0.00019271738647513268, 'epoch': 0.45}
{'loss': 1.4846, 'learning_rate': 0.00019262720823065216, 'epoch': 0.45}
{'loss': 1.7461, 'learning_rate': 0.0001925364964562036, 'epoch': 0.45}
{'loss': 1.6643, 'learning_rate': 0.0001924452516742841, 'epoch': 0.45}
{'loss': 1.0033, 'learning_rate': 0.00019235347441046087, 'epoch': 0.46}
{'loss': 0.7258, 'learning_rate': 0.0001922611651933683, 'epoch': 0.46}
{'loss': 0.6723, 'learning_rate': 0.00019216832455470467, 'epoch': 0.46}
{'loss': 1.6111, 'learning_rate': 0.00019207495302922932, 'epoch': 0.46}
{'loss': 1.0141, 'learning_rate': 0.00019198105115475947, 'epoch': 0.46}
{'loss': 1.4556, 'learning_rate': 0.0001918866194721671, 'epoch': 0.47}
{'loss': 1.2047, 'learning_rate': 0.00019179165852537596, 'epoch': 0.47}
{'loss': 1.3285, 'learning_rate': 0.0001916961688613582, 'epoch': 0.47}
{'loss': 1.3971, 'learning_rate': 0.0001916001510301315, 'epoch': 0.47}
{'loss': 0.3641, 'learning_rate': 0.00019150360558475575, 'epoch': 0.48}
{'loss': 1.4222, 'learning_rate': 0.00019140653308132976, 'epoch': 0.48}
{'loss': 1.4269, 'learning_rate': 0.00019130893407898834, 'epoch': 0.48}
{'loss': 1.1612, 'learning_rate': 0.0001912108091398988, 'epoch': 0.48}
{'loss': 0.848, 'learning_rate': 0.0001911121588292579, 'epoch': 0.48}
{'loss': 2.4488, 'learning_rate': 0.00019101298371528843, 'epoch': 0.49}
{'loss': 0.872, 'learning_rate': 0.00019091328436923624, 'epoch': 0.49}
{'loss': 1.4482, 'learning_rate': 0.00019081306136536647, 'epoch': 0.49}
{'loss': 1.2305, 'learning_rate': 0.0001907123152809607, 'epoch': 0.49}
{'loss': 1.5677, 'learning_rate': 0.0001906110466963134, 'epoch': 0.5}
{'loss': 0.4536, 'learning_rate': 0.0001905092561947286, 'epoch': 0.5}
{'loss': 1.3559, 'learning_rate': 0.00019040694436251655, 'epoch': 0.5}
{'loss': 1.4706, 'learning_rate': 0.00019030411178899036, 'epoch': 0.5}
{'loss': 2.0003, 'learning_rate': 0.00019020075906646261, 'epoch': 0.5}
{'loss': 0.826, 'learning_rate': 0.0001900968867902419, 'epoch': 0.51}
{'loss': 0.9834, 'learning_rate': 0.0001899924955586295, 'epoch': 0.51}
{'loss': 0.7212, 'learning_rate': 0.00018988758597291577, 'epoch': 0.51}
{'loss': 0.5949, 'learning_rate': 0.00018978215863737677, 'epoch': 0.51}
{'loss': 0.9795, 'learning_rate': 0.00018967621415927086, 'epoch': 0.52}
{'loss': 0.637, 'learning_rate': 0.00018956975314883513, 'epoch': 0.52}
{'loss': 1.6594, 'learning_rate': 0.00018946277621928175, 'epoch': 0.52}
{'loss': 0.9125, 'learning_rate': 0.00018935528398679468, 'epoch': 0.52}
{'loss': 0.9464, 'learning_rate': 0.00018924727707052608, 'epoch': 0.52}
{'loss': 1.6243, 'learning_rate': 0.00018913875609259247, 'epoch': 0.53}
{'loss': 0.759, 'learning_rate': 0.00018902972167807148, 'epoch': 0.53}
{'loss': 1.9832, 'learning_rate': 0.0001889201744549981, 'epoch': 0.53}
{'loss': 1.5913, 'learning_rate': 0.00018881011505436114, 'epoch': 0.53}
{'loss': 2.1277, 'learning_rate': 0.00018869954411009941, 'epoch': 0.54}
{'loss': 1.1624, 'learning_rate': 0.0001885884622590983, 'epoch': 0.54}
{'loss': 1.0159, 'learning_rate': 0.00018847687014118597, 'epoch': 0.54}
{'loss': 1.5805, 'learning_rate': 0.00018836476839912967, 'epoch': 0.54}
{'loss': 1.3632, 'learning_rate': 0.00018825215767863214, 'epoch': 0.54}
{'loss': 0.8066, 'learning_rate': 0.00018813903862832776, 'epoch': 0.55}
{'loss': 0.6696, 'learning_rate': 0.00018802541189977894, 'epoch': 0.55}
{'loss': 1.4157, 'learning_rate': 0.0001879112781474722, 'epoch': 0.55}
{'loss': 0.5159, 'learning_rate': 0.00018779663802881465, 'epoch': 0.55}
{'loss': 1.6704, 'learning_rate': 0.0001876814922041299, 'epoch': 0.56}
{'loss': 0.7146, 'learning_rate': 0.00018756584133665448, 'epoch': 0.56}
{'loss': 0.8033, 'learning_rate': 0.00018744968609253398, 'epoch': 0.56}
{'loss': 0.8273, 'learning_rate': 0.00018733302714081914, 'epoch': 0.56}
{'loss': 1.2318, 'learning_rate': 0.00018721586515346204, 'epoch': 0.56}
{'loss': 0.9536, 'learning_rate': 0.00018709820080531228, 'epoch': 0.57}
{'loss': 3.064, 'learning_rate': 0.000186980034774113, 'epoch': 0.57}
{'loss': 0.6368, 'learning_rate': 0.00018686136774049704, 'epoch': 0.57}
{'loss': 1.3202, 'learning_rate': 0.00018674220038798298, 'epoch': 0.57}
{'loss': 2.389, 'learning_rate': 0.0001866225334029712, 'epoch': 0.58}
{'loss': 1.7312, 'learning_rate': 0.00018650236747474005, 'epoch': 0.58}
{'loss': 2.7629, 'learning_rate': 0.00018638170329544164, 'epoch': 0.58}
{'loss': 0.9959, 'learning_rate': 0.00018626054156009806, 'epoch': 0.58}
{'loss': 0.8582, 'learning_rate': 0.00018613888296659735, 'epoch': 0.58}
{'loss': 0.9909, 'learning_rate': 0.0001860167282156894, 'epoch': 0.59}
{'loss': 0.6957, 'learning_rate': 0.0001858940780109819, 'epoch': 0.59}
{'loss': 1.8354, 'learning_rate': 0.0001857709330589364, 'epoch': 0.59}
{'loss': 2.9616, 'learning_rate': 0.0001856472940688642, 'epoch': 0.59}
{'loss': 0.9377, 'learning_rate': 0.00018552316175292214, 'epoch': 0.6}
{'loss': 1.2827, 'learning_rate': 0.00018539853682610874, 'epoch': 0.6}
{'loss': 1.3152, 'learning_rate': 0.00018527342000625985, 'epoch': 0.6}
{'loss': 0.7178, 'learning_rate': 0.00018514781201404466, 'epoch': 0.6}
{'loss': 1.4606, 'learning_rate': 0.00018502171357296144, 'epoch': 0.6}
{'loss': 1.5679, 'learning_rate': 0.00018489512540933344, 'epoch': 0.61}
{'loss': 1.2157, 'learning_rate': 0.0001847680482523048, 'epoch': 0.61}
{'loss': 1.0038, 'learning_rate': 0.00018464048283383614, 'epoch': 0.61}
{'loss': 2.0894, 'learning_rate': 0.00018451242988870044, 'epoch': 0.61}
{'loss': 1.0254, 'learning_rate': 0.0001843838901544789, 'epoch': 0.62}
{'loss': 0.6977, 'learning_rate': 0.00018425486437155658, 'epoch': 0.62}
{'loss': 0.7235, 'learning_rate': 0.00018412535328311814, 'epoch': 0.62}
{'loss': 2.2973, 'learning_rate': 0.0001839953576351436, 'epoch': 0.62}
{'loss': 1.3366, 'learning_rate': 0.000183864878176404, 'epoch': 0.62}
{'loss': 2.2766, 'learning_rate': 0.0001837339156584572, 'epoch': 0.63}
{'loss': 1.5299, 'learning_rate': 0.00018360247083564342, 'epoch': 0.63}
{'loss': 1.4326, 'learning_rate': 0.00018347054446508088, 'epoch': 0.63}
{'loss': 1.3149, 'learning_rate': 0.00018333813730666158, 'epoch': 0.63}
{'loss': 0.9888, 'learning_rate': 0.00018320525012304685, 'epoch': 0.64}
{'loss': 2.205, 'learning_rate': 0.00018307188367966285, 'epoch': 0.64}
{'loss': 1.5387, 'learning_rate': 0.00018293803874469645, 'epoch': 0.64}
{'loss': 0.8294, 'learning_rate': 0.00018280371608909036, 'epoch': 0.64}
{'loss': 1.8015, 'learning_rate': 0.00018266891648653917, 'epoch': 0.64}
{'loss': 1.1832, 'learning_rate': 0.00018253364071348457, 'epoch': 0.65}
{'loss': 1.3545, 'learning_rate': 0.00018239788954911102, 'epoch': 0.65}
{'loss': 1.6422, 'learning_rate': 0.00018226166377534114, 'epoch': 0.65}
{'loss': 1.2252, 'learning_rate': 0.00018212496417683137, 'epoch': 0.65}
{'loss': 1.3179, 'learning_rate': 0.00018198779154096734, 'epoch': 0.66}
{'loss': 1.2428, 'learning_rate': 0.00018185014665785936, 'epoch': 0.66}
{'loss': 1.6111, 'learning_rate': 0.00018171203032033785, 'epoch': 0.66}
{'loss': 1.5843, 'learning_rate': 0.00018157344332394884, 'epoch': 0.66}
{'loss': 0.6968, 'learning_rate': 0.0001814343864669493, 'epoch': 0.66}
{'loss': 0.7528, 'learning_rate': 0.00018129486055030257, 'epoch': 0.67}
{'loss': 0.7525, 'learning_rate': 0.00018115486637767383, 'epoch': 0.67}
{'loss': 0.6675, 'learning_rate': 0.00018101440475542531, 'epoch': 0.67}
{'loss': 1.0803, 'learning_rate': 0.00018087347649261185, 'epoch': 0.67}
{'loss': 0.6089, 'learning_rate': 0.00018073208240097598, 'epoch': 0.68}
{'loss': 1.3601, 'learning_rate': 0.0001805902232949435, 'epoch': 0.68}
{'loss': 1.3712, 'learning_rate': 0.00018044789999161864, 'epoch': 0.68}
{'loss': 1.0126, 'learning_rate': 0.00018030511331077945, 'epoch': 0.68}
{'loss': 1.4548, 'learning_rate': 0.00018016186407487288, 'epoch': 0.68}
{'loss': 0.708, 'learning_rate': 0.00018001815310901036, 'epoch': 0.69}
{'loss': 1.3077, 'learning_rate': 0.00017987398124096274, 'epoch': 0.69}
{'loss': 0.8024, 'learning_rate': 0.00017972934930115568, 'epoch': 0.69}
{'loss': 0.4923, 'learning_rate': 0.00017958425812266492, 'epoch': 0.69}
{'loss': 1.8844, 'learning_rate': 0.00017943870854121124, 'epoch': 0.7}
{'loss': 1.3475, 'learning_rate': 0.00017929270139515604, 'epoch': 0.7}
{'loss': 1.0764, 'learning_rate': 0.00017914623752549605, 'epoch': 0.7}
{'loss': 1.4619, 'learning_rate': 0.00017899931777585882, 'epoch': 0.7}
