  0%|                                                                                                                                                                                                    | 0/1284 [00:00<?, ?it/s]/data/aofei/conda/env/llava_v1.5/lib/python3.10/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
{'loss': 0.1566, 'learning_rate': 0.0001989309163585233, 'epoch': 0.23}
{'loss': 0.1016, 'learning_rate': 0.0001988938023060968, 'epoch': 0.23}
{'loss': 0.1079, 'learning_rate': 0.00019885605855918885, 'epoch': 0.23}
{'loss': 0.1072, 'learning_rate': 0.0001988176853581283, 'epoch': 0.23}
{'loss': 0.1143, 'learning_rate': 0.0001987786829472519, 'epoch': 0.24}
{'loss': 0.0922, 'learning_rate': 0.00019873905157490285, 'epoch': 0.24}
{'loss': 0.1957, 'learning_rate': 0.00019869879149342915, 'epoch': 0.24}
{'loss': 0.122, 'learning_rate': 0.00019865790295918212, 'epoch': 0.24}
{'loss': 0.2373, 'learning_rate': 0.0001986163862325146, 'epoch': 0.25}
{'loss': 0.0695, 'learning_rate': 0.00019857424157777935, 'epoch': 0.25}
{'loss': 0.1184, 'learning_rate': 0.0001985314692633275, 'epoch': 0.25}
{'loss': 0.1609, 'learning_rate': 0.0001984880695615066, 'epoch': 0.25}
{'loss': 0.1327, 'learning_rate': 0.0001984440427486591, 'epoch': 0.25}
{'loss': 0.1149, 'learning_rate': 0.00019839938910512045, 'epoch': 0.26}
{'loss': 0.1061, 'learning_rate': 0.0001983541089152174, 'epoch': 0.26}
{'loss': 0.118, 'learning_rate': 0.0001983082024672662, 'epoch': 0.26}
{'loss': 0.0653, 'learning_rate': 0.0001982616700535706, 'epoch': 0.26}
{'loss': 0.2293, 'learning_rate': 0.00019821451197042026, 'epoch': 0.27}
{'loss': 0.11, 'learning_rate': 0.00019816672851808863, 'epoch': 0.27}
{'loss': 0.1153, 'learning_rate': 0.0001981183200008311, 'epoch': 0.27}
{'loss': 0.1046, 'learning_rate': 0.0001980692867268832, 'epoch': 0.27}
{'loss': 0.1047, 'learning_rate': 0.00019801962900845835, 'epoch': 0.28}
{'loss': 0.1396, 'learning_rate': 0.0001979693471617462, 'epoch': 0.28}
{'loss': 0.1212, 'learning_rate': 0.0001979184415069104, 'epoch': 0.28}
{'loss': 0.092, 'learning_rate': 0.00019786691236808664, 'epoch': 0.28}
{'loss': 0.1124, 'learning_rate': 0.00019781476007338058, 'epoch': 0.29}
{'loss': 0.0427, 'learning_rate': 0.00019776198495486565, 'epoch': 0.29}
{'loss': 0.0701, 'learning_rate': 0.00019770858734858126, 'epoch': 0.29}
{'loss': 0.0814, 'learning_rate': 0.00019765456759453012, 'epoch': 0.29}
{'loss': 0.1416, 'learning_rate': 0.00019759992603667667, 'epoch': 0.29}
{'loss': 0.1722, 'learning_rate': 0.0001975446630229445, 'epoch': 0.3}
{'loss': 0.0831, 'learning_rate': 0.00019748877890521426, 'epoch': 0.3}
{'loss': 0.2121, 'learning_rate': 0.00019743227403932134, 'epoch': 0.3}
{'loss': 0.0864, 'learning_rate': 0.0001973751487850538, 'epoch': 0.3}
{'loss': 0.0757, 'learning_rate': 0.00019731740350614985, 'epoch': 0.31}
{'loss': 0.091, 'learning_rate': 0.00019725903857029564, 'epoch': 0.31}
{'loss': 0.3831, 'learning_rate': 0.00019720005434912294, 'epoch': 0.31}
{'loss': 0.1546, 'learning_rate': 0.00019714045121820676, 'epoch': 0.31}
{'loss': 0.2578, 'learning_rate': 0.00019708022955706292, 'epoch': 0.32}
{'loss': 0.1371, 'learning_rate': 0.00019701938974914566, 'epoch': 0.32}
{'loss': 0.1164, 'learning_rate': 0.00019695793218184516, 'epoch': 0.32}
{'loss': 0.1448, 'learning_rate': 0.00019689585724648516, 'epoch': 0.32}
{'loss': 0.1598, 'learning_rate': 0.00019683316533832042, 'epoch': 0.32}
{'loss': 0.1452, 'learning_rate': 0.00019676985685653414, 'epoch': 0.33}
{'loss': 0.0773, 'learning_rate': 0.00019670593220423558, 'epoch': 0.33}
{'loss': 0.0986, 'learning_rate': 0.0001966413917884573, 'epoch': 0.33}
{'loss': 0.045, 'learning_rate': 0.0001965762360201527, 'epoch': 0.33}
{'loss': 0.1262, 'learning_rate': 0.00019651046531419332, 'epoch': 0.34}
{'loss': 0.1612, 'learning_rate': 0.00019644408008936636, 'epoch': 0.34}
{'loss': 0.0607, 'learning_rate': 0.00019637708076837175, 'epoch': 0.34}
{'loss': 0.1155, 'learning_rate': 0.00019630946777781966, 'epoch': 0.34}
{'loss': 0.1211, 'learning_rate': 0.0001962412415482278, 'epoch': 0.35}
{'loss': 0.1464, 'learning_rate': 0.0001961724025140185, 'epoch': 0.35}
{'loss': 0.1407, 'learning_rate': 0.0001961029511135161, 'epoch': 0.35}
{'loss': 0.0999, 'learning_rate': 0.00019603288778894407, 'epoch': 0.35}
{'loss': 0.1165, 'learning_rate': 0.0001959622129864223, 'epoch': 0.36}
{'loss': 0.1749, 'learning_rate': 0.00019589092715596417, 'epoch': 0.36}
{'loss': 0.0384, 'learning_rate': 0.0001958190307514737, 'epoch': 0.36}
{'loss': 0.1125, 'learning_rate': 0.00019574652423074262, 'epoch': 0.36}
{'loss': 0.1323, 'learning_rate': 0.00019567340805544758, 'epoch': 0.36}
{'loss': 0.0603, 'learning_rate': 0.00019559968269114707, 'epoch': 0.37}
{'loss': 0.0704, 'learning_rate': 0.0001955253486072786, 'epoch': 0.37}
{'loss': 0.0816, 'learning_rate': 0.0001954504062771555, 'epoch': 0.37}
{'loss': 0.0993, 'learning_rate': 0.0001953748561779642, 'epoch': 0.37}
{'loss': 0.1564, 'learning_rate': 0.00019529869879076088, 'epoch': 0.38}
{'loss': 0.0656, 'learning_rate': 0.00019522193460046864, 'epoch': 0.38}
{'loss': 0.081, 'learning_rate': 0.00019514456409587422, 'epoch': 0.38}
{'loss': 0.076, 'learning_rate': 0.0001950665877696252, 'epoch': 0.38}
{'loss': 0.0672, 'learning_rate': 0.00019498800611822645, 'epoch': 0.39}
{'loss': 0.102, 'learning_rate': 0.00019490881964203725, 'epoch': 0.39}
{'loss': 0.1205, 'learning_rate': 0.00019482902884526807, 'epoch': 0.39}
{'loss': 0.0684, 'learning_rate': 0.00019474863423597728, 'epoch': 0.39}
{'loss': 0.0805, 'learning_rate': 0.0001946676363260679, 'epoch': 0.39}
{'loss': 0.1037, 'learning_rate': 0.00019458603563128453, 'epoch': 0.4}
{'loss': 0.0428, 'learning_rate': 0.00019450383267120982, 'epoch': 0.4}
{'loss': 0.0897, 'learning_rate': 0.0001944210279692613, 'epoch': 0.4}
{'loss': 0.1092, 'learning_rate': 0.00019433762205268805, 'epoch': 0.4}
{'loss': 0.0914, 'learning_rate': 0.00019425361545256727, 'epoch': 0.41}
{'loss': 0.0374, 'learning_rate': 0.00019416900870380098, 'epoch': 0.41}
{'loss': 0.2987, 'learning_rate': 0.0001940838023451125, 'epoch': 0.41}
{'loss': 0.1087, 'learning_rate': 0.0001939979969190432, 'epoch': 0.41}
{'loss': 0.0631, 'learning_rate': 0.00019391159297194887, 'epoch': 0.42}
{'loss': 0.0693, 'learning_rate': 0.00019382459105399632, 'epoch': 0.42}
{'loss': 0.1465, 'learning_rate': 0.00019373699171915988, 'epoch': 0.42}
{'loss': 0.0333, 'learning_rate': 0.0001936487955252179, 'epoch': 0.42}
{'loss': 0.1311, 'learning_rate': 0.00019356000303374904, 'epoch': 0.43}
{'loss': 0.0896, 'learning_rate': 0.00019347061481012894, 'epoch': 0.43}
{'loss': 0.074, 'learning_rate': 0.00019338063142352644, 'epoch': 0.43}
{'loss': 0.0867, 'learning_rate': 0.00019329005344690002, 'epoch': 0.43}
{'loss': 0.1051, 'learning_rate': 0.00019319888145699415, 'epoch': 0.43}
{'loss': 0.1407, 'learning_rate': 0.00019310711603433552, 'epoch': 0.44}
{'loss': 0.1414, 'learning_rate': 0.00019301475776322956, 'epoch': 0.44}
{'loss': 0.0939, 'learning_rate': 0.00019292180723175654, 'epoch': 0.44}
{'loss': 0.1127, 'learning_rate': 0.00019282826503176783, 'epoch': 0.44}
{'loss': 0.1082, 'learning_rate': 0.0001927341317588823, 'epoch': 0.45}
{'loss': 0.1324, 'learning_rate': 0.00019263940801248226, 'epoch': 0.45}
{'loss': 0.1036, 'learning_rate': 0.0001925440943957099, 'epoch': 0.45}
{'loss': 0.0858, 'learning_rate': 0.00019244819151546322, 'epoch': 0.45}
{'loss': 0.0643, 'learning_rate': 0.0001923516999823925, 'epoch': 0.46}
{'loss': 0.1082, 'learning_rate': 0.00019225462041089594, 'epoch': 0.46}
{'loss': 0.1319, 'learning_rate': 0.00019215695341911614, 'epoch': 0.46}
{'loss': 0.0534, 'learning_rate': 0.00019205869962893605, 'epoch': 0.46}
{'loss': 0.037, 'learning_rate': 0.00019195985966597494, 'epoch': 0.46}
{'loss': 0.1161, 'learning_rate': 0.00019186043415958447, 'epoch': 0.47}
{'loss': 0.0988, 'learning_rate': 0.0001917604237428447, 'epoch': 0.47}
{'loss': 0.0625, 'learning_rate': 0.00019165982905255998, 'epoch': 0.47}
{'loss': 0.1515, 'learning_rate': 0.00019155865072925502, 'epoch': 0.47}
{'loss': 0.0719, 'learning_rate': 0.00019145688941717075, 'epoch': 0.48}
{'loss': 0.068, 'learning_rate': 0.0001913545457642601, 'epoch': 0.48}
{'loss': 0.0774, 'learning_rate': 0.00019125162042218412, 'epoch': 0.48}
{'loss': 0.0668, 'learning_rate': 0.00019114811404630762, 'epoch': 0.48}
{'loss': 0.1181, 'learning_rate': 0.0001910440272956951, 'epoch': 0.49}
{'loss': 0.0345, 'learning_rate': 0.00019093936083310653, 'epoch': 0.49}
{'loss': 0.0776, 'learning_rate': 0.0001908341153249931, 'epoch': 0.49}
{'loss': 0.4945, 'learning_rate': 0.000190728291441493, 'epoch': 0.49}
{'loss': 0.0537, 'learning_rate': 0.0001906218898564272, 'epoch': 0.5}
{'loss': 0.0835, 'learning_rate': 0.00019051491124729512, 'epoch': 0.5}
{'loss': 0.0843, 'learning_rate': 0.00019040735629527027, 'epoch': 0.5}
{'loss': 0.472, 'learning_rate': 0.0001902992256851959, 'epoch': 0.5}
{'loss': 0.1276, 'learning_rate': 0.00019019052010558088, 'epoch': 0.5}
{'loss': 0.1525, 'learning_rate': 0.00019008124024859487, 'epoch': 0.51}
{'loss': 0.1382, 'learning_rate': 0.00018997138681006446, 'epoch': 0.51}
{'loss': 0.1114, 'learning_rate': 0.00018986096048946824, 'epoch': 0.51}
{'loss': 0.1409, 'learning_rate': 0.0001897499619899326, 'epoch': 0.51}
{'loss': 0.1111, 'learning_rate': 0.00018963839201822726, 'epoch': 0.52}
{'loss': 0.1421, 'learning_rate': 0.0001895262512847607, 'epoch': 0.52}
{'loss': 0.1508, 'learning_rate': 0.00018941354050357566, 'epoch': 0.52}
{'loss': 0.0985, 'learning_rate': 0.0001893002603923446, 'epoch': 0.52}
{'loss': 0.1206, 'learning_rate': 0.00018918641167236505, 'epoch': 0.53}
{'loss': 0.1218, 'learning_rate': 0.0001890719950685552, 'epoch': 0.53}
{'loss': 0.1255, 'learning_rate': 0.00018895701130944908, 'epoch': 0.53}
{'loss': 0.1554, 'learning_rate': 0.00018884146112719207, 'epoch': 0.53}
{'loss': 0.1154, 'learning_rate': 0.00018872534525753615, 'epoch': 0.54}
{'loss': 0.1049, 'learning_rate': 0.0001886086644398353, 'epoch': 0.54}
{'loss': 0.1054, 'learning_rate': 0.00018849141941704067, 'epoch': 0.54}
{'loss': 0.1041, 'learning_rate': 0.00018837361093569592, 'epoch': 0.54}
{'loss': 0.5108, 'learning_rate': 0.00018825523974593252, 'epoch': 0.54}
{'loss': 0.1096, 'learning_rate': 0.00018813630660146488, 'epoch': 0.55}
{'loss': 0.1416, 'learning_rate': 0.00018801681225958565, 'epoch': 0.55}
{'loss': 0.1067, 'learning_rate': 0.0001878967574811607, 'epoch': 0.55}
{'loss': 0.2689, 'learning_rate': 0.00018777614303062457, 'epoch': 0.55}
{'loss': 0.1622, 'learning_rate': 0.00018765496967597536, 'epoch': 0.56}
{'loss': 0.9396, 'learning_rate': 0.0001875332381887699, 'epoch': 0.56}
{'loss': 0.1442, 'learning_rate': 0.000187410949344119, 'epoch': 0.56}
{'loss': 0.1206, 'learning_rate': 0.0001872881039206822, 'epoch': 0.56}
{'loss': 0.1056, 'learning_rate': 0.00018716470270066306, 'epoch': 0.57}
{'loss': 0.1005, 'learning_rate': 0.00018704074646980415, 'epoch': 0.57}
{'loss': 0.4556, 'learning_rate': 0.00018691623601738199, 'epoch': 0.57}
{'loss': 0.1798, 'learning_rate': 0.00018679117213620203, 'epoch': 0.57}
{'loss': 0.0614, 'learning_rate': 0.00018666555562259356, 'epoch': 0.57}
{'loss': 0.1048, 'learning_rate': 0.00018653938727640474, 'epoch': 0.58}
{'loss': 0.1312, 'learning_rate': 0.0001864126679009975, 'epoch': 0.58}
{'loss': 0.1055, 'learning_rate': 0.00018628539830324229, 'epoch': 0.58}
{'loss': 0.181, 'learning_rate': 0.00018615757929351312, 'epoch': 0.58}
{'loss': 0.1249, 'learning_rate': 0.00018602921168568224, 'epoch': 0.59}
{'loss': 0.1169, 'learning_rate': 0.00018590029629711506, 'epoch': 0.59}
{'loss': 0.0981, 'learning_rate': 0.00018577083394866496, 'epoch': 0.59}
{'loss': 0.0956, 'learning_rate': 0.00018564082546466805, 'epoch': 0.59}
{'loss': 0.0999, 'learning_rate': 0.00018551027167293768, 'epoch': 0.6}
{'loss': 0.1137, 'learning_rate': 0.00018537917340475968, 'epoch': 0.6}
{'loss': 0.1269, 'learning_rate': 0.00018524753149488655, 'epoch': 0.6}
{'loss': 0.0928, 'learning_rate': 0.00018511534678153244, 'epoch': 0.6}
{'loss': 0.1627, 'learning_rate': 0.00018498262010636774, 'epoch': 0.61}
{'loss': 0.1121, 'learning_rate': 0.00018484935231451375, 'epoch': 0.61}
{'loss': 0.1028, 'learning_rate': 0.0001847155442545372, 'epoch': 0.61}
{'loss': 0.1555, 'learning_rate': 0.0001845811967784449, 'epoch': 0.61}
{'loss': 0.1587, 'learning_rate': 0.0001844463107416784, 'epoch': 0.61}
{'loss': 0.0743, 'learning_rate': 0.00018431088700310844, 'epoch': 0.62}
{'loss': 0.0462, 'learning_rate': 0.00018417492642502955, 'epoch': 0.62}
{'loss': 0.2261, 'learning_rate': 0.00018403842987315438, 'epoch': 0.62}
{'loss': 0.0641, 'learning_rate': 0.00018390139821660855, 'epoch': 0.62}
{'loss': 0.0482, 'learning_rate': 0.00018376383232792466, 'epoch': 0.63}
{'loss': 0.1977, 'learning_rate': 0.00018362573308303718, 'epoch': 0.63}
{'loss': 0.132, 'learning_rate': 0.00018348710136127655, 'epoch': 0.63}
{'loss': 0.1401, 'learning_rate': 0.00018334793804536363, 'epoch': 0.63}
{'loss': 0.1357, 'learning_rate': 0.00018320824402140432, 'epoch': 0.64}
{'loss': 0.0972, 'learning_rate': 0.0001830680201788836, 'epoch': 0.64}
{'loss': 0.1043, 'learning_rate': 0.00018292726741066007, 'epoch': 0.64}
{'loss': 0.0923, 'learning_rate': 0.00018278598661296012, 'epoch': 0.64}
{'loss': 0.2173, 'learning_rate': 0.00018264417868537244, 'epoch': 0.64}
{'loss': 0.1514, 'learning_rate': 0.00018250184453084205, 'epoch': 0.65}
{'loss': 0.2067, 'learning_rate': 0.0001823589850556647, 'epoch': 0.65}
{'loss': 0.1287, 'learning_rate': 0.00018221560116948103, 'epoch': 0.65}
{'loss': 0.1309, 'learning_rate': 0.0001820716937852708, 'epoch': 0.65}
{'loss': 1.1879, 'learning_rate': 0.00018192726381934711, 'epoch': 0.66}
{'loss': 0.4483, 'learning_rate': 0.0001817823121913506, 'epoch': 0.66}
{'loss': 0.1252, 'learning_rate': 0.00018163683982424337, 'epoch': 0.66}
{'loss': 0.1496, 'learning_rate': 0.0001814908476443034, 'epoch': 0.66}
{'loss': 0.1032, 'learning_rate': 0.00018134433658111845, 'epoch': 0.67}
{'loss': 0.0335, 'learning_rate': 0.00018119730756758023, 'epoch': 0.67}
{'loss': 0.3239, 'learning_rate': 0.00018104976153987843, 'epoch': 0.67}
{'loss': 0.1089, 'learning_rate': 0.00018090169943749476, 'epoch': 0.67}
{'loss': 0.0798, 'learning_rate': 0.000180753122203197, 'epoch': 0.68}
{'loss': 0.1219, 'learning_rate': 0.00018060403078303295, 'epoch': 0.68}
{'loss': 0.3006, 'learning_rate': 0.00018045442612632444, 'epoch': 0.68}
{'loss': 0.4443, 'learning_rate': 0.00018030430918566123, 'epoch': 0.68}
{'loss': 0.1186, 'learning_rate': 0.0001801536809168951, 'epoch': 0.68}
{'loss': 0.2825, 'learning_rate': 0.00018000254227913348, 'epoch': 0.69}
{'loss': 0.0984, 'learning_rate': 0.00017985089423473363, 'epoch': 0.69}
{'loss': 0.1227, 'learning_rate': 0.00017969873774929639, 'epoch': 0.69}
{'loss': 0.6335, 'learning_rate': 0.00017954607379166, 'epoch': 0.69}
{'loss': 0.1313, 'learning_rate': 0.000179392903333894, 'epoch': 0.7}
{'loss': 0.0882, 'learning_rate': 0.00017923922735129302, 'epoch': 0.7}
{'loss': 0.0997, 'learning_rate': 0.00017908504682237047, 'epoch': 0.7}
{'loss': 0.8418, 'learning_rate': 0.00017893036272885254, 'epoch': 0.7}
{'loss': 0.1239, 'learning_rate': 0.00017877517605567164, 'epoch': 0.71}
{'loss': 0.106, 'learning_rate': 0.00017861948779096046, 'epoch': 0.71}
{'loss': 0.086, 'learning_rate': 0.00017846329892604547, 'epoch': 0.71}
{'loss': 0.0807, 'learning_rate': 0.00017830661045544055, 'epoch': 0.71}
{'loss': 0.2167, 'learning_rate': 0.0001781494233768408, 'epoch': 0.71}
{'loss': 0.0654, 'learning_rate': 0.00017799173869111632, 'epoch': 0.72}
{'loss': 0.0601, 'learning_rate': 0.0001778335574023054, 'epoch': 0.72}
{'loss': 0.0309, 'learning_rate': 0.00017767488051760857, 'epoch': 0.72}
{'loss': 0.0983, 'learning_rate': 0.00017751570904738192, 'epoch': 0.72}
{'loss': 0.1064, 'learning_rate': 0.00017735604400513083, 'epoch': 0.73}
{'loss': 0.033, 'learning_rate': 0.00017719588640750336, 'epoch': 0.73}
{'loss': 0.0619, 'learning_rate': 0.00017703523727428388, 'epoch': 0.73}
