  0%|                                                                                                                                                                                 | 0/1350 [00:00<?, ?it/s]/data/aofei/conda/env/llava_v1.5/lib/python3.10/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
{'loss': 1.6513, 'learning_rate': 0.00019899915065785031, 'epoch': 0.22}
{'loss': 1.7553, 'learning_rate': 0.00019896499518473238, 'epoch': 0.22}
{'loss': 1.2161, 'learning_rate': 0.00019893026967618177, 'epoch': 0.23}
{'loss': 0.6466, 'learning_rate': 0.00019889497433221639, 'epoch': 0.23}
{'loss': 1.4234, 'learning_rate': 0.0001988591093561364, 'epoch': 0.23}
{'loss': 1.75, 'learning_rate': 0.00019882267495452297, 'epoch': 0.23}
{'loss': 1.4743, 'learning_rate': 0.00019878567133723717, 'epoch': 0.24}
{'loss': 1.5836, 'learning_rate': 0.00019874809871741876, 'epoch': 0.24}
{'loss': 1.3305, 'learning_rate': 0.00019870995731148487, 'epoch': 0.24}
{'loss': 2.2585, 'learning_rate': 0.0001986712473391289, 'epoch': 0.24}
{'loss': 1.9032, 'learning_rate': 0.00019863196902331916, 'epoch': 0.24}
{'loss': 1.2619, 'learning_rate': 0.00019859212259029752, 'epoch': 0.25}
{'loss': 1.366, 'learning_rate': 0.00019855170826957828, 'epoch': 0.25}
{'loss': 0.5281, 'learning_rate': 0.00019851072629394677, 'epoch': 0.25}
{'loss': 0.4795, 'learning_rate': 0.0001984691768994579, 'epoch': 0.25}
{'loss': 1.0446, 'learning_rate': 0.00019842706032543496, 'epoch': 0.26}
{'loss': 1.3315, 'learning_rate': 0.00019838437681446818, 'epoch': 0.26}
{'loss': 0.6366, 'learning_rate': 0.00019834112661241328, 'epoch': 0.26}
{'loss': 0.8192, 'learning_rate': 0.0001982973099683902, 'epoch': 0.26}
{'loss': 1.5176, 'learning_rate': 0.00019825292713478146, 'epoch': 0.26}
{'loss': 0.86, 'learning_rate': 0.00019820797836723084, 'epoch': 0.27}
{'loss': 2.1571, 'learning_rate': 0.00019816246392464197, 'epoch': 0.27}
{'loss': 1.5161, 'learning_rate': 0.00019811638406917666, 'epoch': 0.27}
{'loss': 1.2604, 'learning_rate': 0.0001980697390662535, 'epoch': 0.27}
{'loss': 3.2233, 'learning_rate': 0.00019802252918454632, 'epoch': 0.28}
{'loss': 1.7593, 'learning_rate': 0.00019797475469598267, 'epoch': 0.28}
{'loss': 2.2773, 'learning_rate': 0.00019792641587574212, 'epoch': 0.28}
{'loss': 2.002, 'learning_rate': 0.0001978775130022549, 'epoch': 0.28}
{'loss': 1.5, 'learning_rate': 0.00019782804635720008, 'epoch': 0.28}
{'loss': 1.747, 'learning_rate': 0.00019777801622550408, 'epoch': 0.29}
{'loss': 1.1415, 'learning_rate': 0.00019772742289533897, 'epoch': 0.29}
{'loss': 2.2267, 'learning_rate': 0.00019767626665812083, 'epoch': 0.29}
{'loss': 0.8911, 'learning_rate': 0.00019762454780850806, 'epoch': 0.29}
{'loss': 0.7738, 'learning_rate': 0.00019757226664439967, 'epoch': 0.3}
{'loss': 1.731, 'learning_rate': 0.00019751942346693367, 'epoch': 0.3}
{'loss': 1.0277, 'learning_rate': 0.00019746601858048514, 'epoch': 0.3}
{'loss': 2.0786, 'learning_rate': 0.0001974120522926647, 'epoch': 0.3}
{'loss': 1.7683, 'learning_rate': 0.0001973575249143165, 'epoch': 0.3}
{'loss': 2.5839, 'learning_rate': 0.00019730243675951666, 'epoch': 0.31}
{'loss': 0.7879, 'learning_rate': 0.00019724678814557128, 'epoch': 0.31}
{'loss': 1.8212, 'learning_rate': 0.00019719057939301477, 'epoch': 0.31}
{'loss': 1.1225, 'learning_rate': 0.00019713381082560785, 'epoch': 0.31}
{'loss': 1.0869, 'learning_rate': 0.0001970764827703358, 'epoch': 0.32}
{'loss': 1.6065, 'learning_rate': 0.00019701859555740648, 'epoch': 0.32}
{'loss': 0.9779, 'learning_rate': 0.00019696014952024852, 'epoch': 0.32}
{'loss': 1.3909, 'learning_rate': 0.0001969011449955094, 'epoch': 0.32}
{'loss': 1.0285, 'learning_rate': 0.0001968415823230534, 'epoch': 0.32}
{'loss': 1.2036, 'learning_rate': 0.0001967814618459597, 'epoch': 0.33}
{'loss': 0.7088, 'learning_rate': 0.0001967207839105206, 'epoch': 0.33}
{'loss': 0.5502, 'learning_rate': 0.00019665954886623904, 'epoch': 0.33}
{'loss': 1.3855, 'learning_rate': 0.00019659775706582717, 'epoch': 0.33}
{'loss': 1.9086, 'learning_rate': 0.00019653540886520386, 'epoch': 0.34}
{'loss': 2.3479, 'learning_rate': 0.00019647250462349295, 'epoch': 0.34}
{'loss': 2.4624, 'learning_rate': 0.00019640904470302097, 'epoch': 0.34}
{'loss': 0.7, 'learning_rate': 0.00019634502946931518, 'epoch': 0.34}
{'loss': 1.6062, 'learning_rate': 0.00019628045929110145, 'epoch': 0.34}
{'loss': 1.9228, 'learning_rate': 0.00019621533454030203, 'epoch': 0.35}
{'loss': 1.2259, 'learning_rate': 0.00019614965559203358, 'epoch': 0.35}
{'loss': 1.8025, 'learning_rate': 0.0001960834228246049, 'epoch': 0.35}
{'loss': 0.7699, 'learning_rate': 0.00019601663661951478, 'epoch': 0.35}
{'loss': 0.9186, 'learning_rate': 0.00019594929736144976, 'epoch': 0.36}
{'loss': 2.0214, 'learning_rate': 0.00019588140543828195, 'epoch': 0.36}
{'loss': 1.2299, 'learning_rate': 0.0001958129612410668, 'epoch': 0.36}
{'loss': 1.0017, 'learning_rate': 0.00019574396516404093, 'epoch': 0.36}
{'loss': 0.4712, 'learning_rate': 0.0001956744176046196, 'epoch': 0.36}
{'loss': 1.1133, 'learning_rate': 0.00019560431896339475, 'epoch': 0.37}
{'loss': 1.5843, 'learning_rate': 0.00019553366964413242, 'epoch': 0.37}
{'loss': 1.6942, 'learning_rate': 0.00019546247005377065, 'epoch': 0.37}
{'loss': 1.4817, 'learning_rate': 0.00019539072060241691, 'epoch': 0.37}
{'loss': 1.5004, 'learning_rate': 0.00019531842170334595, 'epoch': 0.38}
{'loss': 0.9069, 'learning_rate': 0.00019524557377299727, 'epoch': 0.38}
{'loss': 1.5364, 'learning_rate': 0.00019517217723097278, 'epoch': 0.38}
{'loss': 0.8811, 'learning_rate': 0.00019509823250003438, 'epoch': 0.38}
{'loss': 0.8526, 'learning_rate': 0.00019502374000610151, 'epoch': 0.38}
{'loss': 2.1704, 'learning_rate': 0.00019494870017824876, 'epoch': 0.39}
{'loss': 1.0309, 'learning_rate': 0.00019487311344870326, 'epoch': 0.39}
{'loss': 2.3921, 'learning_rate': 0.00019479698025284237, 'epoch': 0.39}
{'loss': 0.4114, 'learning_rate': 0.000194720301029191, 'epoch': 0.39}
{'loss': 1.773, 'learning_rate': 0.00019464307621941927, 'epoch': 0.4}
{'loss': 1.5217, 'learning_rate': 0.0001945653062683397, 'epoch': 0.4}
{'loss': 1.5499, 'learning_rate': 0.00019448699162390496, 'epoch': 0.4}
{'loss': 1.2215, 'learning_rate': 0.00019440813273720504, 'epoch': 0.4}
{'loss': 2.1286, 'learning_rate': 0.00019432873006246481, 'epoch': 0.4}
{'loss': 0.8839, 'learning_rate': 0.00019424878405704133, 'epoch': 0.41}
{'loss': 1.0942, 'learning_rate': 0.00019416829518142118, 'epoch': 0.41}
{'loss': 1.4941, 'learning_rate': 0.0001940872638992179, 'epoch': 0.41}
{'loss': 1.1128, 'learning_rate': 0.00019400569067716926, 'epoch': 0.41}
{'loss': 1.733, 'learning_rate': 0.00019392357598513465, 'epoch': 0.42}
{'loss': 1.5124, 'learning_rate': 0.0001938409202960922, 'epoch': 0.42}
{'loss': 2.8376, 'learning_rate': 0.00019375772408613623, 'epoch': 0.42}
{'loss': 1.0972, 'learning_rate': 0.00019367398783447448, 'epoch': 0.42}
{'loss': 1.7932, 'learning_rate': 0.00019358971202342523, 'epoch': 0.42}
{'loss': 2.0851, 'learning_rate': 0.00019350489713841466, 'epoch': 0.43}
{'loss': 1.43, 'learning_rate': 0.000193419543667974, 'epoch': 0.43}
{'loss': 1.0375, 'learning_rate': 0.0001933336521037367, 'epoch': 0.43}
{'loss': 1.7984, 'learning_rate': 0.00019324722294043558, 'epoch': 0.43}
{'loss': 1.0296, 'learning_rate': 0.00019316025667590013, 'epoch': 0.44}
{'loss': 1.6241, 'learning_rate': 0.0001930727538110534, 'epoch': 0.44}
{'loss': 0.8401, 'learning_rate': 0.00019298471484990927, 'epoch': 0.44}
{'loss': 0.6801, 'learning_rate': 0.0001928961402995696, 'epoch': 0.44}
{'loss': 2.1564, 'learning_rate': 0.00019280703067022114, 'epoch': 0.44}
{'loss': 1.3111, 'learning_rate': 0.00019271738647513268, 'epoch': 0.45}
{'loss': 1.5433, 'learning_rate': 0.00019262720823065216, 'epoch': 0.45}
{'loss': 1.7877, 'learning_rate': 0.0001925364964562036, 'epoch': 0.45}
{'loss': 1.9635, 'learning_rate': 0.0001924452516742841, 'epoch': 0.45}
{'loss': 0.8545, 'learning_rate': 0.00019235347441046087, 'epoch': 0.46}
{'loss': 0.8102, 'learning_rate': 0.0001922611651933683, 'epoch': 0.46}
{'loss': 0.9179, 'learning_rate': 0.00019216832455470467, 'epoch': 0.46}
{'loss': 1.8479, 'learning_rate': 0.00019207495302922932, 'epoch': 0.46}
{'loss': 1.1478, 'learning_rate': 0.00019198105115475947, 'epoch': 0.46}
{'loss': 1.6076, 'learning_rate': 0.0001918866194721671, 'epoch': 0.47}
{'loss': 0.9781, 'learning_rate': 0.00019179165852537596, 'epoch': 0.47}
{'loss': 1.435, 'learning_rate': 0.0001916961688613582, 'epoch': 0.47}
{'loss': 1.3004, 'learning_rate': 0.0001916001510301315, 'epoch': 0.47}
{'loss': 0.4576, 'learning_rate': 0.00019150360558475575, 'epoch': 0.48}
{'loss': 1.3192, 'learning_rate': 0.00019140653308132976, 'epoch': 0.48}
{'loss': 1.6533, 'learning_rate': 0.00019130893407898834, 'epoch': 0.48}
{'loss': 1.3258, 'learning_rate': 0.0001912108091398988, 'epoch': 0.48}
{'loss': 1.3145, 'learning_rate': 0.0001911121588292579, 'epoch': 0.48}
{'loss': 2.2464, 'learning_rate': 0.00019101298371528843, 'epoch': 0.49}
{'loss': 0.9384, 'learning_rate': 0.00019091328436923624, 'epoch': 0.49}
{'loss': 1.3491, 'learning_rate': 0.00019081306136536647, 'epoch': 0.49}
{'loss': 1.2772, 'learning_rate': 0.0001907123152809607, 'epoch': 0.49}
{'loss': 1.371, 'learning_rate': 0.0001906110466963134, 'epoch': 0.5}
{'loss': 0.8687, 'learning_rate': 0.0001905092561947286, 'epoch': 0.5}
{'loss': 0.9285, 'learning_rate': 0.00019040694436251655, 'epoch': 0.5}
{'loss': 1.8333, 'learning_rate': 0.00019030411178899036, 'epoch': 0.5}
{'loss': 2.3427, 'learning_rate': 0.00019020075906646261, 'epoch': 0.5}
{'loss': 1.0708, 'learning_rate': 0.0001900968867902419, 'epoch': 0.51}
{'loss': 1.0501, 'learning_rate': 0.0001899924955586295, 'epoch': 0.51}
{'loss': 0.9295, 'learning_rate': 0.00018988758597291577, 'epoch': 0.51}
{'loss': 0.741, 'learning_rate': 0.00018978215863737677, 'epoch': 0.51}
{'loss': 1.7653, 'learning_rate': 0.00018967621415927086, 'epoch': 0.52}
{'loss': 0.3962, 'learning_rate': 0.00018956975314883513, 'epoch': 0.52}
{'loss': 1.7697, 'learning_rate': 0.00018946277621928175, 'epoch': 0.52}
{'loss': 0.89, 'learning_rate': 0.00018935528398679468, 'epoch': 0.52}
{'loss': 0.8759, 'learning_rate': 0.00018924727707052608, 'epoch': 0.52}
{'loss': 1.8107, 'learning_rate': 0.00018913875609259247, 'epoch': 0.53}
{'loss': 1.0107, 'learning_rate': 0.00018902972167807148, 'epoch': 0.53}
{'loss': 1.746, 'learning_rate': 0.0001889201744549981, 'epoch': 0.53}
{'loss': 1.4302, 'learning_rate': 0.00018881011505436114, 'epoch': 0.53}
{'loss': 2.0294, 'learning_rate': 0.00018869954411009941, 'epoch': 0.54}
{'loss': 1.3745, 'learning_rate': 0.0001885884622590983, 'epoch': 0.54}
{'loss': 1.1762, 'learning_rate': 0.00018847687014118597, 'epoch': 0.54}
{'loss': 1.9259, 'learning_rate': 0.00018836476839912967, 'epoch': 0.54}
{'loss': 1.5871, 'learning_rate': 0.00018825215767863214, 'epoch': 0.54}
{'loss': 0.7488, 'learning_rate': 0.00018813903862832776, 'epoch': 0.55}
{'loss': 0.7554, 'learning_rate': 0.00018802541189977894, 'epoch': 0.55}
{'loss': 1.7591, 'learning_rate': 0.0001879112781474722, 'epoch': 0.55}
{'loss': 0.5824, 'learning_rate': 0.00018779663802881465, 'epoch': 0.55}
{'loss': 1.8888, 'learning_rate': 0.0001876814922041299, 'epoch': 0.56}
{'loss': 0.9334, 'learning_rate': 0.00018756584133665448, 'epoch': 0.56}
{'loss': 1.0835, 'learning_rate': 0.00018744968609253398, 'epoch': 0.56}
{'loss': 0.8776, 'learning_rate': 0.00018733302714081914, 'epoch': 0.56}
{'loss': 1.1669, 'learning_rate': 0.00018721586515346204, 'epoch': 0.56}
{'loss': 1.2551, 'learning_rate': 0.00018709820080531228, 'epoch': 0.57}
{'loss': 3.1569, 'learning_rate': 0.000186980034774113, 'epoch': 0.57}
{'loss': 0.9926, 'learning_rate': 0.00018686136774049704, 'epoch': 0.57}
{'loss': 0.9045, 'learning_rate': 0.00018674220038798298, 'epoch': 0.57}
{'loss': 2.1364, 'learning_rate': 0.0001866225334029712, 'epoch': 0.58}
{'loss': 1.7573, 'learning_rate': 0.00018650236747474005, 'epoch': 0.58}
{'loss': 1.5997, 'learning_rate': 0.00018638170329544164, 'epoch': 0.58}
{'loss': 1.1407, 'learning_rate': 0.00018626054156009806, 'epoch': 0.58}
{'loss': 1.3523, 'learning_rate': 0.00018613888296659735, 'epoch': 0.58}
{'loss': 0.8659, 'learning_rate': 0.0001860167282156894, 'epoch': 0.59}
{'loss': 0.9631, 'learning_rate': 0.0001858940780109819, 'epoch': 0.59}
{'loss': 1.2712, 'learning_rate': 0.0001857709330589364, 'epoch': 0.59}
{'loss': 2.9742, 'learning_rate': 0.0001856472940688642, 'epoch': 0.59}
{'loss': 0.7902, 'learning_rate': 0.00018552316175292214, 'epoch': 0.6}
{'loss': 1.4981, 'learning_rate': 0.00018539853682610874, 'epoch': 0.6}
{'loss': 1.4025, 'learning_rate': 0.00018527342000625985, 'epoch': 0.6}
{'loss': 0.6937, 'learning_rate': 0.00018514781201404466, 'epoch': 0.6}
{'loss': 0.8955, 'learning_rate': 0.00018502171357296144, 'epoch': 0.6}
{'loss': 1.5296, 'learning_rate': 0.00018489512540933344, 'epoch': 0.61}
{'loss': 1.425, 'learning_rate': 0.0001847680482523048, 'epoch': 0.61}
{'loss': 1.6737, 'learning_rate': 0.00018464048283383614, 'epoch': 0.61}
{'loss': 2.2637, 'learning_rate': 0.00018451242988870044, 'epoch': 0.61}
{'loss': 0.986, 'learning_rate': 0.0001843838901544789, 'epoch': 0.62}
{'loss': 0.9509, 'learning_rate': 0.00018425486437155658, 'epoch': 0.62}
{'loss': 1.0624, 'learning_rate': 0.00018412535328311814, 'epoch': 0.62}
{'loss': 2.3355, 'learning_rate': 0.0001839953576351436, 'epoch': 0.62}
{'loss': 2.0313, 'learning_rate': 0.000183864878176404, 'epoch': 0.62}
{'loss': 2.4454, 'learning_rate': 0.0001837339156584572, 'epoch': 0.63}
{'loss': 1.5844, 'learning_rate': 0.00018360247083564342, 'epoch': 0.63}
{'loss': 2.1342, 'learning_rate': 0.00018347054446508088, 'epoch': 0.63}
{'loss': 1.0865, 'learning_rate': 0.00018333813730666158, 'epoch': 0.63}
{'loss': 0.8466, 'learning_rate': 0.00018320525012304685, 'epoch': 0.64}
{'loss': 2.6007, 'learning_rate': 0.00018307188367966285, 'epoch': 0.64}
{'loss': 1.7004, 'learning_rate': 0.00018293803874469645, 'epoch': 0.64}
{'loss': 0.9582, 'learning_rate': 0.00018280371608909036, 'epoch': 0.64}
{'loss': 1.5709, 'learning_rate': 0.00018266891648653917, 'epoch': 0.64}
{'loss': 1.1169, 'learning_rate': 0.00018253364071348457, 'epoch': 0.65}
{'loss': 1.5739, 'learning_rate': 0.00018239788954911102, 'epoch': 0.65}
{'loss': 1.7009, 'learning_rate': 0.00018226166377534114, 'epoch': 0.65}
{'loss': 1.4228, 'learning_rate': 0.00018212496417683137, 'epoch': 0.65}
{'loss': 1.6351, 'learning_rate': 0.00018198779154096734, 'epoch': 0.66}
{'loss': 1.7276, 'learning_rate': 0.00018185014665785936, 'epoch': 0.66}
{'loss': 1.7067, 'learning_rate': 0.00018171203032033785, 'epoch': 0.66}
{'loss': 1.491, 'learning_rate': 0.00018157344332394884, 'epoch': 0.66}
{'loss': 0.5692, 'learning_rate': 0.0001814343864669493, 'epoch': 0.66}
{'loss': 1.1607, 'learning_rate': 0.00018129486055030257, 'epoch': 0.67}
{'loss': 0.9466, 'learning_rate': 0.00018115486637767383, 'epoch': 0.67}
{'loss': 0.7194, 'learning_rate': 0.00018101440475542531, 'epoch': 0.67}
{'loss': 1.6976, 'learning_rate': 0.00018087347649261185, 'epoch': 0.67}
{'loss': 0.6041, 'learning_rate': 0.00018073208240097598, 'epoch': 0.68}
{'loss': 1.3793, 'learning_rate': 0.0001805902232949435, 'epoch': 0.68}
{'loss': 1.2795, 'learning_rate': 0.00018044789999161864, 'epoch': 0.68}
{'loss': 0.9045, 'learning_rate': 0.00018030511331077945, 'epoch': 0.68}
{'loss': 1.3734, 'learning_rate': 0.00018016186407487288, 'epoch': 0.68}
{'loss': 0.8508, 'learning_rate': 0.00018001815310901036, 'epoch': 0.69}
{'loss': 1.8896, 'learning_rate': 0.00017987398124096274, 'epoch': 0.69}
{'loss': 1.0073, 'learning_rate': 0.00017972934930115568, 'epoch': 0.69}
{'loss': 0.795, 'learning_rate': 0.00017958425812266492, 'epoch': 0.69}
{'loss': 2.4666, 'learning_rate': 0.00017943870854121124, 'epoch': 0.7}
{'loss': 1.0645, 'learning_rate': 0.00017929270139515604, 'epoch': 0.7}
{'loss': 1.23, 'learning_rate': 0.00017914623752549605, 'epoch': 0.7}
{'loss': 1.382, 'learning_rate': 0.00017899931777585882, 'epoch': 0.7}
